TECH_PARAM_DEC_ID;TECH_PARAM_MSG_ID;TECH_PARAM_MSG_LABEL;TECH_PARAM_NAME;TECH_PARAM_DESCRIPTION
321;-1;statistics on Argos or Iridium received data;NUMBER_FramesCrcOkOnPark_COUNT;Distinct frames received with crc ok on immersion profile
323;-1;statistics on Argos or Iridium received data;NUMBER_ParkCTDSamplesTotal_COUNT;Park  measurements - Drift total
111;19;float's time : hh (5bits)+mm (6bits)+ss (6bits);CLOCK_FloatTime_HHMMSS;float internal clock time
112;-1;Argos or Iridium date of technical message;CLOCK_Satellite_YYYYMMDDHHMMSS;time derived from satellite communications
113;-1;"""float time"" - ""satellite time""";CLOCK_FloatTimeCorrection_minutes;float internal clock time correction
610;20;pressure sensor offset;PRES_SurfaceOffsetBeforeReset_1dBarResolution_dbar ;Surface pressure measured just before the float dives which is then used to correct pressure on board the float for the next profile.  Note: this is a relative offset and no further correction is possible. Autocorrected
611;21;internal pressure;PRESSURE_InternalVacuumAtSurface_mbar;Surface internal pressure
124;23;profile ascent start time;CLOCK_StartAscentToSurface_HHMM;ascent start time (tenths of an hour since midnight)
310;24;number of entrance in drift target range (descent);NUMBER_DescentToParkEntriesInParkMargin_COUNT;descent to park pressure: number of entries in margin around park pressure target - specifically, how many times the float enters the band of pressure surrounding the target park pressure (generally +/- 30db)
412;28;number of hydraulic valve action in descent profile;NUMBER_ValveActionsDuringDescentToProfile_COUNT;number of valve actions during descent to start profile pressure
413;29;number of pump actions in descent profile;NUMBER_PumpActionsDuringDescentToProfile_COUNT;number of pump actions during descent to start profile pressure
411;31;number of re-positionning in profile stand-by;NUMBER_RepositionsAtProfileDepth_COUNT;at profile pressure stand-by, number of times the float readjusts its buoyancy - using either the pump or EV
614;32;batteries voltage drop at Pmax, pump ON (with regard to Unom = 10.0 V) (in dV);VOLTAGE_BatteryPumpStartProfile_volts;Pump battery voltage (volts) at depth
120;33;profile descent start time;CLOCK_StartDescentToProfile_HHMM;time when descent to profile pressure starts  (tenths of an hour since midnight)
122;34;profile descent stop time;CLOCK_EndDescentToProfile_HHMM;time when float reaches profile pressure  (tenths of an hour since midnight)
110;35;RTC state indicator ( normal = 0, failure = 1);FLAG_RTCStatus_LOGICAL;real time clock status - 1= OK, 0=not OK
410;36;number of entrance in profile target range (descent);NUMBER_DescentToProfileEntriesInProfileMargin_COUNT;descent to profile pressure: number of entries in margin around profile pressure target  - specifically, how many times the float enters the band of pressure surrounding the target profile pressure (generally +/- 30db)
