TECH_PARAM_DEC_ID;TECH_PARAM_MSG_ID;TECH_PARAM_MSG_LABEL;TECH_PARAM_NAME;TECH_PARAM_DESCRIPTION
1119;23;Number of pump actions during drift at Profile Depth;NUMBER_PumpActionsDuringProfileDrift_COUNT;Number of pump actions during drift at profile depth.
1120;24;Number of pump actions in ascent;NUMBER_PumpActionsDuringAscentToSurface_COUNT;number of pump actions between start and end of ascent 
1121;25;Number of pump actions in ascent for float lift-up;NUMBER_PumpActionsToStartAscent_COUNT;Number of pump actions needed to start the ascent.
1122;26;Number of descent CTD messages;NUMBER_FramesEmittedOnDescendingProfile_COUNT;Distinct frames emitted on descending profile
221;-1;statistics on Argos or Iridium received data;NUMBER_FloatFramesReceivedOnDescendingProfile_COUNT;Provor frames received on descending profile
1123;27;Number of drift CTD messages;NUMBER_FramesEmittedOnPark_COUNT;Distinct frames emitted on immersion profile
1124;28;Number of ascent CTD messages;NUMBER_FramesEmittedOnAscendingProfile_COUNT;Distinct frames emitted on ascending profile
521;-1;statistics on Argos or Iridium received data;NUMBER_FramesReceivedOnAscendingProfile_COUNT;Frames received on ascending profile
1125;29;Number of descent slices in shallow zone;NUMBER_DescendingProfileReductionUpperPart_COUNT;Descending profile reduction Number of slices in shallow zone - NTS
1126;30;Number of descent slices in deep zone;NUMBER_DescendingProfileReductionLowerPart_COUNT;Descending profile reduction Number of slices in deep zone - NTF
224;-1;sum of 2 previous ones;NUMBER_DescendingCTDSamplesInternalCounter_COUNT;total number of slices of the descending profile after reduction
225;-1;statistics on Argos or Iridium received data;NUMBER_DescendingCTDSamplesTotal_COUNT;Descending profile  measurements - Profile total
1127;31;Number of CTD measurements in drift;NUMBER_ParkCTDSamplesInternal_COUNT;Park  measurements - Internal counter
321;-1;statistics on Argos or Iridium received data;NUMBER_FramesCrcOkOnPark_COUNT;Distinct frames received with crc ok on immersion profile
323;-1;statistics on Argos or Iridium received data;NUMBER_ParkCTDSamplesTotal_COUNT;Park  measurements - Drift total
1128;32;Number of ascent slices in shallow zone;NUMBER_AscendingProfileReductionUpperPart_COUNT;Ascending profile reduction Number of slices in shallow zone - NTS
1129;33;Number of ascent slices in deep zone;NUMBER_AscendingProfileReductionLowerPart_COUNT;Ascending profile reduction Number of slices in deep zone - NTF
524;-1;sum of 2 previous ones;NUMBER_AscendingCTDSamplesInternalCounter_COUNT;total number of slices of the ascending profile after reduction
525;-1;statistics on Argos or Iridium received data;NUMBER_AscendingCTDSamplesTotal_COUNT;Ascending profile  measurements - Profile total
1130;34;Internal vacuum;PRESSURE_InternalVacuumAtSurface_mbar;Surface internal pressure
1131;35;Internal vacuum at Profile start;PRESSURE_InternalVacuumProfileStart_mbar;Internal tube pressure [mbar] in profile depth
1132;36;Battery voltage Drop at Pmax, Pump ON (With regards to Unom = 15.0 V, in dV);VOLTAGE_BatteryPumpStartProfile_volts;Pump battery voltage (volts) at depth
1133;37;RTC Error;FLAG_RTCStatus_LOGICAL;real time clock status - 1= OK, 0=not OK
1134;38;CTD Error (0 : no error, 1 Time-Out, 2, incomplete or broken frame, 3 = fast pressure default);FLAG_CTDStatus_NUMBER;Flag indicating the status of the CTD (see manual) (could be reported as hex)
1135;39;CTD default phase (*);FLAG_CTDErrorCyclePhase_NUMBER;Phase of the float life or cycle when the CTD occurred.  See the manual for phase definition - this will vary with float type
1136;41;Auto-test Flag (0 : Problem, 1 : OK);FLAG_InitialCheckError_LOGICAL;Auto-test is performed at the beginning of the mission: Flag 0 = Problem, 1 = OK
1137;42;Last reset day : DD;CLOCK_LastReset_DD;Clock time of the last reset of the float
1138;43;MM;CLOCK_LastReset_MM;Clock time of the last reset of the float
1139;44;Number of emergency ascent;NUMBER_EmergencyAscents_COUNT;Number of Emergency ascents - Internal count
1140;45;1st emergency ascent Hour;CLOCK_TimeOfFirstEmergencyAscent_HHMM;Number of minutes elapsed in the day of the float first emergency ascent.
1141;46;1st emergency ascent Pressure (add to 200 Bars);PRES_FirstEmergencyAscent_dbar;Pressure that triggered the first emergency ascent
1142;47;Pump actions during emergency ascent;NUMBER_PumpActionsOnFirstEmergencyAscent_COUNT;Emergency ascent - pump actions at emergency depth
1143;48;1st emergency ascent day relative to Cycle start;CLOCK_TimeOfFirstEmergencyAscent_FloatDay;Day number of the float first emergency ascent (relative to mission start day).
1200;4;Cycle Start day : DD;CLOCK_InitialValveActionDescentToPark_DD;Date of the beginning of buoyancy reduction (relative to mission start day).
1201;5;Cycle Start Month : MM;CLOCK_InitialValveActionDescentToPark_MM;Date of the beginning of buoyancy reduction (relative to mission start day).
1202;6;Cycle Start Hour;CLOCK_InitialValveActionDescentToPark_HHMM;Date of the beginning of buoyancy reduction (relative to mission start day).
1203;7;Descent Start Time;CLOCK_StartDescentProfile_HHMM;time when descent profile starts
1204;8;Float Stabilisation Time;CLOCK_InitialStabilizationDuringDescentToPark_HHMM;time when first stabilization appears during descent to park (tenths of an hour since midnight)
1205;9;End of descent time;CLOCK_EndDescentToPark_HHMM;time when park pressure is reached  (tenths of an hour since midnight)
1206;12;Parking drift Start day;CLOCK_EndDescentToPark_DD;time when park pressure is reached
1207;15;Descent to Profile Depth Start time;CLOCK_StartDescentToProfile_HHMM;Number of minutes elapsed in the day at the beginning of the descent to profile depth.
1208;16;Descent to Profile Depth Stop time;CLOCK_EndDescentToProfile_HHMM;Number of minutes elapsed in the day at the end of the descent to profile depth.
1209;20;Ascent Profile Start time;CLOCK_StartAscentToSurface_HHMM;ascent start time (tenths of an hour since midnight)
1210;21;Ascent Profile Stop time;CLOCK_TransmissionStart_HHMM;time of the first transmission for this cycle
1211;22;Float’s internal Hours;CLOCK_FloatTime_HHMMSS;float internal clock time
112;-1;Argos or Iridium date of technical message;CLOCK_Satellite_YYYYMMDDHHMMSS;time derived from satellite communications
113;-1;"""float time"" - ""satellite time""";CLOCK_FloatTimeCorrection_minutes;float internal clock time correction
1212;25;Float’s day (gregorian calendar);CLOCK_FloatTime_DD;float internal clock time
1213;26;Pressure Sensor Offset;PRES_SurfaceOffsetCorrectedNotResetNegative_1cBarResolution_dbar;Surface pressure recorded just before the previous descent but data is corrected on board the float. Note: cumulative NEGATIVE   offset  (real offset * -1) but no further correction required. Autocorrected
1214;27;Transmission Start day : dd;CLOCK_TransmissionStart_DD;time of the first transmission for this cycle
1215;28;Transmission Start hour : hh;CLOCK_TransmissionStart_HHMM;time of the first transmission for this cycle
1216;29;Number of repetitions for each argos message;NUMBER_TelemetryRetransmission_COUNT;Number of repeated transmissions of float data for each Argos message
