TECH_PARAM_DEC_ID;TECH_PARAM_MSG_ID;TECH_PARAM_MSG_LABEL;TECH_PARAM_NAME;TECH_PARAM_DESCRIPTION
140;253; Number of valve actions during descent to prof;NUMBER_ValveActionsDuringDescentToProfile_COUNT;number of valve actions during descent to start profile pressure
141;253; Number of pump actions during descent to prof;NUMBER_PumpActionsDuringDescentToProfile_COUNT;number of pump actions during descent to start profile pressure
143;253; Number of entrance in prof target range;NUMBER_DescentToProfileEntriesInProfileMargin_COUNT;descent to profile pressure: number of entries in margin around profile pressure target  - specifically, how many times the float enters the band of pressure surrounding the target profile pressure (generally +/- 30db)
144;253; Number of repositions during drift at prof;NUMBER_RepositionsAtProfileDepth_COUNT;at profile pressure stand-by, number of times the float readjusts its buoyancy - using either the pump or EV
145;253; Number of valve actions during drift at prof;NUMBER_ValveActionsDuringProfileDrift_COUNT;number of valve actions while drifting at profile depth
146;253; Number of pump actions during drift at prof;NUMBER_PumpActionsDuringProfileDrift_COUNT;Number of pump actions during drift at profile depth.
149;253;Profile ascent start day (relative to mission start day);CLOCK_StartAscentToSurface_FloatDay;ascent start time 
150;253;Profile ascent start hour (resolution: 1 minute);CLOCK_StartAscentToSurface_HHMM;ascent start time 
152;253;Profile ascent end day (relative to mission start day);CLOCK_PumpActionsAtSurface_FloatDay;the time when the float moves the  pump to acquire additional buoyancy for surface drift.
153;253;Profile ascent end hour (resolution: 1 minute);CLOCK_PumpActionsAtSurface_HHMM;the time when the float moves the  pump to acquire additional buoyancy for surface drift.
154;253;;CLOCK_PumpActionsAtSurface_YYYYMMDDHHMMSS;the time when the float moves the  pump to acquire additional buoyancy for surface drift.
157;253; Number of pump actions during ascent;NUMBER_PumpActionsDuringAscentToSurface_COUNT;number of pump actions between start and end of ascent 
160;253; Grounding day  (relative to mission start day);CLOCK_TimeGrounded_FloatDay;time the float grounded
161;253; Grounding hour (resolution: 1 minute);CLOCK_TimeGrounded_HHMM;time the float grounded
163;253; Number of emergency ascent;NUMBER_EmergencyAscents_COUNT;Number of Emergency ascents - Internal count
164;253; First emergency ascent day  (relative to mission start day);CLOCK_TimeOfFirstEmergencyAscent_FloatDay;time of first emergency ascent
165;253; First emergency ascent hour (resolution: 1 minute);CLOCK_TimeOfFirstEmergencyAscent_HHMM;time of first emergency ascent
166;253;;CLOCK_TimeOfFirstEmergencyAscent_YYYYMMDDHHMMSS;time of first emergency ascent
167;253; First emergency ascent pressure (resolution: 1 bar);PRES_FirstEmergencyAscent_dbar;Pressure that triggered the first emergency ascent
168;253; Number of pump actions during the first emergency ascent;NUMBER_PumpActionsOnFirstEmergencyAscent_COUNT;Emergency ascent - pump actions at emergency depth
169;253; Number of received remote control;FLAG_RemoteControlMessageOK_COUNT;number of messages sent by the remote control and received by the iridium float
170;253; Number of rejected remote control;FLAG_RemoteControlMessageKO_COUNT;number of received messages which have been rejected by the float
173;253; Sensor board status;FLAG_SensorBoardStatus_NUMBER;Flag reporting the status of the sensor board.
200;250;"Packet number for ""X"" type in descent";NUMBER_<Sensor>DescentIridiumMessages_COUNT;Number of Iridium packets used to transmit <Sensor> data collected during the descent phases (from surface to the parking depth and from the parking depth to the profile depth).
201;250;"Packet number for ""X"" type in drift";NUMBER_<Sensor>ParkIridiumMessages_COUNT;Number of Iridium packets used to transmit <Sensor> data collected during the drift at park depth.
202;250;"Packet number for ""X"" type in ascent";NUMBER_<Sensor>AscentIridiumMessages_COUNT;Number of Iridium packets used to transmit <Sensor> data collected during the ascent from the profile depth to the surface.
203;250;Descent, nb points zone 1;NUMBER_<Sensor>DescentSamplesDepthZone<Z>_COUNT;Number of samples acquired by <Sensor> in the depth zone #<Z> during the descent phases (from surface to the parking depth and from the parking depth to the profile depth). Depth zone number: <Z> = 1..5
204;250; Nb points in drift;NUMBER_Park<Sensor>SamplesInternal_COUNT;Park  measurements - Internal counter
205;250;Ascent, nb points zone 1;NUMBER_<Sensor>AscentSamplesDepthZone<Z>_COUNT;Number of samples acquired by <Sensor> in the depth zone #<Z> during the ascent from the profile depth to the surface. Depth zone number: <Z> = 1..5
206;250;"""X"" type status sensor (1: normal, 0 if problem)";FLAG_<Sensor>Status_LOGICAL;The <Sensor> is OK (Yes/No).
207;250;Pressure offset (surface);PRES_SurfaceOffsetBeforeReset_1cBarResolution_dbar;Surface pressure measured just before the float dives which is then used to correct pressure on board the float for the next profile.  Note: this is a relative offset. Autocorrected.
208;250;"Pressure ""subsurface""";PRES_LastAscentPumpedRawSample_dbar;Last (shallowest) pumped raw pressure sample acquired during the ascent from the profile depth to the surface (i.e. just before the cut-off pressure where the pump is stopped) (in dbars).
