CONF_PARAM_DEC_ID;CONF_PARAM_LABEL;CONF_PARAM_DEFINITION;CONF_PARAM_NAME;CONF_PARAM_DESCRIPTION
PT06;Pression maxi à ne pas dépasser.;TBD;CONFIG_PressureMaxBeforeEmergencyAscent_dbar;Emergency ascent phase start pressure (in dbars).
PT07;Pression de début de réduction de la durée d'activation EV en surface.;TBD;CONFIG_BuoyancyReductionFirstThreshold_dbar;First threshold of the buoyancy reduction phase (in dbars). From the surface to this first threshold, the float performs one initial valve action (of a computed duration) and N1 additional valve actions (of fixed durations) until the crossing of this first threshold.
PT08;Critère de pression de début de plongée.;TBD;CONFIG_BuoyancyReductionSecondThreshold_dbar;Second threshold of the buoyancy reduction phase (in dbars). From the first threshold to this second threshold, the float performs N2 additional valve actions (of computed durations) until the crossing of this second threshold. The descent to park phase starts at the crossing of this second threshold.
PT09;Nombre de positions hors tolérance autorisé en dérive avant repositionnement.;TBD;CONFIG_NumberOfOutOfTolerancePresBeforeReposition_COUNT;Number of consecutive pressure measurements outside the target pressure interval before performing a drift readjustment.
PT10;Mode de gestion de l'échouage en descente à la pression de dérive (0 = décalage, 1 = attente).;TBD;CONFIG_GroundingMode_LOGICAL;Action performed by the float when a grounding is detected. 0: the float changes its drift pressure, 1: the float stays on the seabed until the next phase of the cycle.
PT11;Critère d'échouage: volume cumulé (volume minimal transféré sans déplacement avant de déclarer l’échouage).;TBD;CONFIG_OilVolumeMinForGroundingDetection_cm^3;This information is a threshold used to detect a grounding of the float. If there is no vertical motion after having tranfered CONFIG_OilVolumeMinForGroundingDetection_cm^3 through the valve, the gounded flag is activated and the float acts as configurated by the CONFIG_GroundingMode_LOGICAL parameter.So, yes it is a configuration parameter (and I can easily understand that it can be modified via remote control since some PROVOR floats have experienced erroneous grounding detection (under study but perhaps due to in-situ conditions).
PT12;Pression en dessous de laquelle le flotteur reste posé en attente profil remontée (quand PT10 = 0, la pression de dérive est diminuée de PT13 uniquement si elle est supérieure à PT12).;TBD;CONFIG_GroundingModeMinPresThreshold_dbar;If in grounding mode 0, the float changes its drift pressure only if its current pressure is greater than this value.
PT13;Diminution de la pression visée en cas d'échouage (quand PT10 = 0, la pression de dérive est diminuée de PT13 uniquement si elle est supérieure à PT12).;TBD;CONFIG_GroundingModePresAdjustment_dbar;If in grounding mode 0, the float changes its drift pressure to its programmed one minus this value only if its current pressure is greater than this value.
PT14;Tolérance sur maintien de la pression de consigne (+/-).;TBD;CONFIG_PressureTargetToleranceDuringDrift_dbar;Defines the target pressure interval for float drift at parking or profile depth (in dbars).
PT15;Mode d'acquisition de la mesure (1: capteur en permanence activé, 2: économie d'énergie).;TBD;CONFIG_CTDPowerAcquisitionMode_NUMBER ;Power acquisition mode of the Sensor defined by <short sensor name> in the depth zone #<N>. Specifying depth zone is optional e.g. if the power acquistion mode is common to all depth zones then there is no need to specify depth zone. Input options for CTD (1 : continuous, 2 : pulsed). Input options for Optode (0: none, 1 : continuous, 2 : pulsed).
PT18;Vitesse moyenne de descente.;TBD;CONFIG_DescentSpeed_mm/s;Descent speed during downcast in mm/s (can be used to estimate the time to descent from parking pressure to profile pressure)
PT21;Activation de l'optode (0 non, 1 oui).;TBD;CONFIG_OptodePowerAcquisitionMode_NUMBER;Power acquisition mode of the Sensor defined by <short sensor name> in the depth zone #<N>. Specifying depth zone is optional e.g. if the power acquistion mode is common to all depth zones then there is no need to specify depth zone. Input options for CTD (1 : continuous, 2 : pulsed). Input options for Optode (0: none, 1 : continuous, 2 : pulsed).
PT22;Pression de fin de remontée.;TBD;CONFIG_AscentEndThreshold_dbar;Threshold used by the float to stop ascent speed control and pump actions.
PT23;Vitesse moyenne de remontée.;TBD;CONFIG_AscentSpeed_mm/s;ascent speed during upcast in mm/s or cm/s (can be used to estimate the profile duration)
PT24;Période de mesure de la pression en remontée (période du contrôle de la vitesse de remontée).;TBD;CONFIG_PressureCheckTimeAscent_minutes;Period of the pressure checks during the float ascent to surface (in minutes).
PT25;Ecart de pression pour stabilisation en remontée (tous les PT24, si |DP|  < PT25 => action de pompe).;TBD;CONFIG_AscentVerticalThresholdForBuoyancyAction_dbar;If the float vertical motion, during CONFIG_PressureCheckTimeAscent_minutes, is less than this threshold, the float makes buoyancy adjustments.
PT26;Période de mesure de la pression en descente (période du contrôle de la vitesse de descente).;TBD;CONFIG_PressureCheckTimeDescent_minutes;Period of the pressure checks during the float descent (after CONFIG_BuoyancyReductionSecondThreshold_dbar) (in minutes).
PT27;Ecart de pression pour stabilisation en descente (tous les PT26, si |DP| < PT27 => action d’EV).;TBD;CONFIG_DescentVerticalThresholdForBuoyancyAction_dbar;If the float vertical motion, during CONFIG_PressureCheckTimeDescent_minutes, is less than this threshold, the float makes buoyancy adjustments.
PT28;Nombre de tentatives GPS par phase d'essai avant rallumage GPS (si la tentative d’acquisition de la position GPS échoue plus de PT28 fois on fait un OFF/ON du GPS avant de recommencer les tentatives d’acquisition).;TBD;CONFIG_MaxAttemptsGPSAcquisitionBeforeResetGPS_COUNT;Maximum number of GPS location acquisition retries before it resets the GPS.
PT29;Transmission message hydraulique (0 non, 1 oui).;TBD;CONFIG_HydraulicDataTransmission_LOGICAL;The float transmits hydraulic data at the end of the cycle. The float records the pump/valve actions (time, pressure, duration), these data can be transmitted (or not) in specific SBD messages through a remote control command.  Input: (Yes=1/No=0).
PT30;“In Air acquisition” sampling period;“In Air acquisition” sampling period (seconds) Delay between each CTD sample acquired during “In Air acquisition” phase;CONFIG_InAirMeasurementSamplingPeriod_seconds;"Sampling period during the ""in air measurement"" phase."
PT31;“In Air acquisition” total duration;“In Air acquisition” total duration (minutes) Total duration for “In Air” acquisition;CONFIG_InAirMeasurementTime_minutes;"Duration of the ""in air measurement"" phase."
PT32;Duration Pump during for surfacing with “In Air Acqu”;TBD;CONFIG_PumpActionTimeBuoyancyAcquisitionForInAirMeasCycle_csec;"Duration of the last pump action of the buoyancy acquisition phase when a ""in air measurement"" phase is programmed (in centi-seconds). [For a cycle without ""in air measurement phase"" it is CONFIG_PumpActionTimeBuoyancyAcquisition_csec]."
PT33;“In Air acquisition” cycle periodicity;“In Air acquisition” cycle periodicity Cycle periodicity for “In Air acquisition to be executed. 0 means no “In Air acquisition 1 means “In Air acquisition” every cycle X means “In Air acquisition” one cycle every “x” cycles;CONFIG_InAirMeasurementPeriodicity_NUMBER;"Cycle periodicity of the ""in air measurement"" phase: - 0 means no ""in air acquisition"" - 1 means ""in air acquisition"" every cycle - N means ""in air acquisition"" one cycle every ""N"" cycles"
PT34;Iridium timeout;TBD;CONFIG_ConnectionTimeOut_minutes;Connection time-out, i.e. maximum transmission period for one telemetry session
PT35;Coefficient de calibrage pression Coeff A (coefficient de calibration utilisé pour convertir la pression interne).;TBD;CONFIG_InternalPressureCalibrationCoef1_NUMBER;First coefficient used to compute float internal pressure in mBars from sensor counts.
PT36;Coefficient de calibrage pression Coeff B (coefficient de calibration utilisé pour convertir la pression interne).;TBD;CONFIG_InternalPressureCalibrationCoef2_NUMBER;Second coefficient used to compute float internal pressure in mBars from sensor counts.
PG00;Nb of day without surface emergence if Ice detected;TBD;CONFIG_IceDetectionSpringInhibitionDelaySinceLastIceEvasion_days;Maximum delay (in days/cycles) since the last ice evasiondate to attempt a surfacing.  This is often called the 'Spring', where the float stays underwater for a time even though the temperature has warmed.
PG01;Nb of day before surface emergence even with ice detected;TBD;CONFIG_IceDetectionMaxDaysNoTransmission_NUMBER;Maximum delay (in days/cycles) of no transmission due to the ice detection algorithm. This parameter is used to disable the ice detection algorithmand force the float to surface even if ice is detected.
PG02;Start pressure detection;TBD;CONFIG_IceDetectionMixedLayerPMax_dbar;Maximum sampling pressure used by ice cover detection algorithm. i.e. start pressure threshold for the ice detection algorithm.
PG03;Stop pressure detection;TBD;CONFIG_IceDetectionMixedLayerPMin_dbar;Minimum sampling pressure used by ice cover detection algorithm.
PG04;Temperature threshold;TBD;CONFIG_IceDetection_degC;Ice temperature in [degree Celsius/1e3] where profiles are aborted because of ice formation conditions
PG05;Slowdown pressure threshold;TBD;CONFIG_AscentSpeedStartPressureThresholdForSlowPhase_dbar;Pressure threshold to start the slow ascent speed phase.
PG06;Pressure acquisition period during ascent (slow speed), once P < IC6;TBD;CONFIG_IceDetectionPressureInterval_dbar;Period of the ice detection algorithm.
PG07;Pressure delta min before pump action;TBD;CONFIG_IceDetectionAscentVerticalThresholdForBuoyancyAction_dbar;Similar to CONFIG_AscentVerticalThresholdForBuoyancyAction_dbar but for a float in ice detection mode.
PG08;Pump action duration;TBD;CONFIG_IceDetectionPumpActionMaxTimeAscent_csec;Similar to CONFIG_PumpActionMaxTimeAscent_csec but for a float in ice detection mode.
PG09;GPS timeout;TBD;CONFIG_GPSTimeout_minutes;Timeout for GPS acquisition.
PG10;Delay before ascent blocking detection;TBD;CONFIG_IceDetectionNoVerticalMotionTimeOut_csec;When the float is in ice detection mode if, despite of pump actions, no vertical motion is detected during this delay, the cycle is aborted.
PG11;Pressure variation for speed inversion;TBD;CONFIG_IceDetectionDescentVerticalThresholdToEndBuoyancyInversionPhase_dbar;When the cycle is aborted this threshold is used to detect speed inversion and to stop buoyancy inversion phase.
PG12;Valve action volume;;CONFIG_IceDetectionOilVolumePerValveAction_cm^3;Valve action duration during the buoyancy inversion phase.
PG13;Max valve volume to detect grounding on descent;TBD;CONFIG_IceDetectionOilVolumeMinForGroundingDetection_cm^3;Similar to CONFIG_OilVolumeMinForGroundingDetection_cm^3 but for a float in a buoyancy inversion phase.
PX00;Profiling direction;The float can perform descending profiles or ascending profiles or both.;CONFIG_Direction_NUMBER;Ascending = 1, Descending = 2, Ascending and Descending = 3
PX01;Cut-off pressure of the CTD pump;During the ascending profile, the CTD pump is switched off at a prescribed depth.;CONFIG_CTDPumpStopPressure_dbar;The pressure at which the CTD pump is switched off.  As the float ascends, the code looks at the pressure and if <= CONFIG_CTDPumpStopPressure, the CTD is turned off. CTDPumpStopPressure is a firmware threshold and as such, data may continue to be collected for a limited span after the threshold is recognized. Especially in floats that return high resolution discrete data, there might be data collected shallower than the cut off, due to the discrete nature of the pressure data and also due to the time necessary for the firmware to turn off the CTD once the pressure threshold is reached. For example for SOLOII floats the CTD is switched off at 1dbar, and typically the shallowest data is from 0.5 to 0.8 dbar. This shallow data should be carefully assessed for its validity.
PX02;Cut-off pressure of the ascent profile;Pressure to use to separate pumped/unpumped data in the ascent profile;CONFIG_CTDPumpStopPressurePlusThreshold_dbar;The sum of CONFIG_CTDPumpStopPressure_dbar plus a pressure threshold or overlap (Poverlap). For PROVOR floats, Poverlap is defined as follows:  Poverlap = bin_size/2 for PROVOR floats with software versions < 5816A00 and ARVOR floats with software versions < 5605A00. Poverlap = 0.5 dbar for PROVOR floats with software versions >= 5816A00 and ARVOR floats with software versions >=5605A00.
PX03;Pressure offset between CTD and Optode sensors;Pressure offset between CTD and Optode sensors;CONFIG_OptodeVerticalPressureOffset_dbar;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure
PX04;Optode is mounted on an additional stick;Optode is mounted on an additional stick;CONFIG_OptodeMeasurementsInAir_LOGICAL;Sensors can be mounted on a stick to perform measurements in Air. Values: Yes = 1, No = 0
PX05;Ice detection activity flag;Mandatory configuration parameter for Ice floats.;CONFIG_BitMaskMonthsIceDetectionActive_NUMBER;This parameter indicates for which months the ice detection algorithm is active. The bit mask is input as a 3 digit hexadecimal value in the mission file sent to the float. This parameter in the metadata file however is the decimal number of that hexadecimal value. For example for the Southern Hemisphere the default position is to have the ice detection algorithm active for all months except February. (The hexadecimal value in the mission file is 'FFD' and the number for the configuration parameter in the metafile would be 4093). The northern hemisphere default would be all months active except for August. In this case the hexadecimal value is 'F7F' and the number in the configuration parameter in the metafile would be 3967). 
