CONF_PARAM_DEC_ID;CONF_PARAM_TYPE;CONF_PARAM_MSG_LABEL;CONF_PARAM_NAME;CONF_PARAM_DESCRIPTION
155;CONFIG;Activation/désactivation de la prise de position GPS en fin de vie;CONFIG_GPSAcquisitionEndOfLife_LOGICAL;The float performs a GPS session to acquire a GPS fix in each End Of Life transmission (Yes=1/No=0).
156;CONFIG;Période de transmission en fin de vie (sec);CONFIG_TransmissionPeriodEndOfLife_seconds;Period of the Iridium transmission when in End Of Life mode (in minutes).
157;CONFIG_AUX;Liste des alarmes pouvant provoquer le passage en fin de vie;CONFIG_AUX_EndOfLifeEvent_STRING;List of alarms which can make the float transitioning to the End Of Life mode.
158;CONFIG;Mode de gestion de la détection d’échouage à la descente;CONFIG_GroundingMode_NUMBER;Action performed by the float when a grounding is detected. 0: the float changes its drift pressure, 1: the float stays on the seabed until the next phase of the cycle. For PROVOR CTS5 the number assigned to each mode has changed - see float manual for details for this model.
159;CONFIG;Offset de consigne en cas de gestion d’échouage par correction (dbar);CONFIG_GroundingModePresAdjustment_dbar;If in grounding mode 0, the float changes its drift pressure to its programmed one minus this value only if its current pressure is greater than this value.
160;CONFIG;Mode de gestion de la détection d’accrochage à la remontée;CONFIG_HangingMode_NUMBER;Action performed by the float when a hanging is detected (see float manual for details). [JP additional comments on behaviour for PROVOR floats: The hanging mode is the same idea as the grounding mode but for an ascent phase. When the float detects a too low vertical motion after having activated its pump to try to ascend it enters in a hanging mode (it is probably stuck at the sea floor). This parameter configures (with the same idea as CONFIG_GroundingMode_NUMBER for grounding) what should be the actions to perform to try to escape from hanging (it can activate its pump and valve alternatively to try to escape or abandon the ascent and switch to the next scheduled task].
161;CONFIG;Pression minimale pour échappement en cas de détection d’échouage;CONFIG_GroundingModeMinPresThreshold_dbar;If in grounding mode 0, the float changes its drift pressure only if its current pressure is greater than this value.
162;CONFIG;Profondeur de début de remontée « lente » (dbar);CONFIG_AscentSpeedStartPressureThresholdForSlowPhase_dbar;Pressure threshold to start the slow ascent speed phase.
163;CONFIG;Profondeur de début de remontée « lente » (dbar);CONFIG_AscentSpeedStartPressureThresholdForSlowPhase_dbar;Pressure threshold to start the slow ascent speed phase.
164;CONFIG;Profondeur de réalisation du test de présence de glace (dbar);CONFIG_IceDetectionAcousticStartPressureThreshold_dbar;Pressure threshold to start the acoustic ice detection test. 
165;CONFIG;Durée du test de présence de glace;CONFIG_IceDetectionTestDuration_minutes;Duration of the ice detection test.
301;META_AUX;Numéro DNIS associé à la carte SIM;META_AUX_FLOAT_DNIS_NUMBER;DNIS number of the SIM card of the float.
302;META;Identifiant du compte associé au flotteur (sur le serveur);META_PTT;Transmission identifier of the float.
303;META_AUX;Numéro du port série;META_AUX_IRIDIUM_SERIAL_PORT_NUMBER;Serial port number used by the Iridium device.
166;CONFIG;Durée maximale de la session Iridium (sec);CONFIG_ConnectionTimeOut_seconds;Connection time-out, i.e. maximum transmission period for one telemetry session
167;CONFIG_AUX;Taille de bloc pour le découpage des fichiers;CONFIG_AUX_TransmittedFileMaxSize_kbyte;Max size for transmitted files (in kbyte). Larger files are split before transmission.
168;CONFIG_AUX;Format des fichiers de mesure (*.csv, *.hex étendu, *.hex standard);CONFIG_AUX_CtdDataFormat_NUMBER;Format of the transmitted CTD data (0: CSV format, 1: extended hex format, 2: standard hex format) (see float manual for details).
169;CONFIG_AUX;Mode de transmission des fichiers (standard, étendu, haute vitesse);CONFIG_AUX_FileTransmissionMode_NUMBER;File transmission mode (0: standard, 1: extended, 2: streaming).
304;META_AUX;Identification de la mécanique;META_AUX_HYDRAULIC_ENGINE_TYPE;Reference of the hydraulic device.
170;CONFIG_AUX;Volume total d’huile dans le circuit hydraulique (cm3);CONFIG_AUX_TotalOilVolume_cm^3;Total volume of oil in the hydraulic device.
305;META_AUX;Numéro du port série;META_AUX_SENSOR_BOARD_SERIAL_PORT_NUMBER;Serial port number used by the sensor board.
306;META_AUX;Numéro de la sortie de puissance;META_AUX_SENSOR_BOARD_POWER_OUTPUT_PORT_NUMBER;Power output port number used by the sensor board.
171;CONFIG_AUX;Activation/désactivation du message « $ADJUST »;CONFIG_AUX_InformSensorBoardDuringHydraulicAction_LOGICAL;Ask/inform the sensor board during hydraulic adjustments.
172;CONFIG_AUX;Activation/désactivation de l’autotest complet;CONFIG_AUX_FullAutotest_LOGICAL;Perform a full autotest.
307;META_AUX;Numéro du port série;META_AUX_GPS_SERIAL_PORT_NUMBER;Serial port number used by the GPS device.
308;META_AUX;Numéro de la sortie de puissance;META_AUX_GPS_POWER_OUTPUT_PORT_NUMBER;Power output port number used by the GPS device.
173;CONFIG;Activation/désactivation de la synchronisation PPS (module externe);CONFIG_GPSSetClockSensorCard_LOGICAL;When the float Real Time Clock is set, also set the clock of the measurement card.
174;CONFIG;Activation/désactivation du positionnement amélioré (altitude 0m);CONFIG_GPSImprovedLocation_LOGICAL;Use the GPS improved location mode. This mode can be used when the float altitude is 0 meter, it provides better locations.
175;CONFIG;Zone 1 - Période échantillonnage / descente vers profondeur dérive (sec);CONFIG_<short_sensor_name>DepthZone<N>DescentToParkPresSamplingPeriod_seconds;Sampling period of the <short_sensor_name> during the descent to parking pressure in the depth zone #<N> (in seconds).
176;CONFIG;Zone 1 - Période échantillonnage / dérive profondeur parking (sec);CONFIG_<short_sensor_name>DepthZone<N>DriftAtParkPresSamplingPeriod_seconds;Sampling period of the <short_sensor_name> during the drift at parking pressure in the depth zone #<N>.
177;CONFIG;Zone 1 - Période échantillonnage / descente vers profondeur mesure (sec);CONFIG_<short_sensor_name>DepthZone<N>DescentToProfilePresSamplingPeriod_seconds;Sampling period of the <short_sensor_name> during the descent to profile pressure in the depth zone #<N> (in seconds).
178;CONFIG;Zone 1 - Période échantillonnage / dérive profondeur mesure (sec);CONFIG_<short_sensor_name>DepthZone<N>DriftAtProfilePresSamplingPeriod_seconds;Sampling period of the <short_sensor_name> during the drift at profile pressure in the depth zone #<N>.
179;CONFIG;Zone 1 - Période échantillonnage / remontée (sec);CONFIG_<short_sensor_name>DepthZone<N>AscentSamplingPeriod_seconds;Sampling period of the <short_sensor_name> during the ascending profile in the depth zone #<N> (in seconds).
180;CONFIG;Zone 1 – Type d’acquisition;CONFIG_<short_sensor_name>DepthZone<N>PowerAcquisitionMode_NUMBER;Power acquisition mode of the <short_sensor_name> in the depth zone #<N> (0 : none, 2 : pulsed, 3 : continuous).
181;CONFIG;Zone 1 – Type de traitement;CONFIG_<short_sensor_name>DepthZone<N>DataProcessingMode_NUMBER;Data processing output of the <short_sensor_name> in the depth zone #<N>  (see float manual for details).
182;CONFIG;Zone 1 – Type de synchronisation;CONFIG_<short_sensor_name>DepthZone<N>DataSynchronizationMode_NUMBER;Data of the <short_sensor_name> can be reported as they have been sampled or synchronized with one CTD parameter (PRES or TEMP or PSAL). The synchronization is done with the timely closest sample of the CTD (see float manual for details).
183;CONFIG;Zone 1 – Epaisseur de tranche (dbar);CONFIG_<short_sensor_name>DepthZone<N>SlicesThickness_dbar;Slices thickness for <short_sensor_name> in the depth zone #<N> (in dbar).
184;CONFIG;Seuil de pression entre les zones 1 et 2 (dbar);CONFIG_<short_sensor_name>DepthZone<N>DepthZone<N+1>PressureThreshold_dbar;Threshold between depth zone #N and depth zone #N+1 for <short_sensor_name>  (in dbar).
185;CONFIG;Durée de chauffe capteur (msec);CONFIG_<short_sensor_name>WarmUpTime_msec;Time, needed after the <short_sensor_name> is powered ON, to provide its first sample (in milli-seconds).
186;CONFIG;Durée d’extinction capteur (msec);CONFIG_<short_sensor_name>PowerSwitchDelayMin_msec;Minimum waiting time needed by the <short_sensor_name> between a switch OFF and a switch ON (in milli-seconds).
187;CONFIG;Index de filtrage du premier échantillon valide;CONFIG_<short_sensor_name>FirstValidSample_NUMBER;Rank of the first valid sample provided by the <short_sensor_name> (0 is the rank of the first sample).
188;CONFIG;Pression de « cut-off » (dbar);CONFIG_CTDPumpStopPressure_dbar;The pressure at which the CTD pump is switched off.  As the float ascends, the code looks at the pressure and if <= CONFIG_CTDPumpStopPressure, the CTD is turned off. CTDPumpStopPressure is a firmware threshold and as such, data may continue to be collected for a limited span after the threshold is recognized. Especially in floats that return high resolution discrete data, there might be data collected shallower than the cut off, due to the discrete nature of the pressure data and also due to the time necessary for the firmware to turn off the CTD once the pressure threshold is reached. For example for SOLOII floats the CTD is switched off at 1dbar, and typically the shallowest data is from 0.5 to 0.8 dbar. This shallow data should be carefully assessed for its validity.
189;CONFIG_AUX;TBD;CONFIG_AUX_BatteryValueFirstCalibrationPoint_COUNT;Count to volt conversion for battery measurements: counts measurement for the first calibration point.
190;CONFIG_AUX;TBD;CONFIG_AUX_BatteryValueSecondCalibrationPoint_COUNT;Count to volt conversion for battery measurements: counts measurement for the second calibration point.
191;CONFIG_AUX;TBD;CONFIG_AUX_BatteryValueFirstCalibrationPoint_volts;Count to volt conversion for battery measurements: volts measurement for the first calibration point.
192;CONFIG_AUX;TBD;CONFIG_AUX_BatteryValueSecondCalibrationPoint_volts;Count to volt conversion for battery measurements: volts measurement for the second calibration point.
193;CONFIG_AUX;TBD;CONFIG_AUX_InternalPressureValueFirstCalibrationPoint_COUNT;Count to mbar conversion for internal pressure measurements: counts measurement for the first calibration point.
194;CONFIG_AUX;TBD;CONFIG_AUX_InternalPressureValueSecondCalibrationPoint_COUNT;Count to mbar conversion for internal pressure measurements: counts measurement for the second calibration point.
195;CONFIG_AUX;TBD;CONFIG_AUX_InternalPressureValueFirstCalibrationPoint_mbar;Count to mbar conversion for internal pressure measurements: mbar measurement for the first calibration point.
196;CONFIG_AUX;TBD;CONFIG_AUX_InternalPressureValueSecondCalibrationPoint_mbar;Count to mbar conversion for internal pressure measurements: mbar measurement for the second calibration point.
309;META_AUX;TBD;META_AUX_CTD_SERIAL_PORT_NUMBER;Serial port number used by the CTD.
197;CONFIG;Spring inhibition ascent end pressure;CONFIG_IceDetectionSpringInhibitionAscentEnd_dbar;Ice evasion depth for the spring inhibition part of the ISA algorithm.
198;CONFIG;Spring inhibition delay since last ISA detection;CONFIG_IceDetectionSpringInhibitionDelaySinceLastIceEvasion_days;Maximum delay (in days) since the last ice evasion date to raise a new ice evasion.
199;CONFIG;ISA algorithm storing data start pressure ;CONFIG_IceDetectionMixedLayerPMax_dbar;Maximum sampling pressure used by ice cover detection algorithm.
200;CONFIG;ISA algorithm storing data stop pressure ;CONFIG_IceDetectionMixedLayerPMin_dbar;Minimum sampling pressure used by ice cover detection algorithm.
201;CONFIG;ISA algorithm storing data sampling period;CONFIG_IceDetectionPressureInterval_dbar;"Period of the ice detection algorithm. ""It is the pressure interval used by the float to collect T and S samples between CONFIG_IceDetectionMixedLayerPMax_dbar and CONFIG_IceDetectionMixedLayerPMin_dbar for the TEMP comparison."" Origjnal proposed name was : CONFIG_IceDetectionPeriod_dbar"
202;CONFIG;ISA algorithm start pres;CONFIG_IceDetectionStartPressure_dbar;Start pressure of the ice detection algorithm.
203;CONFIG;ISA algorithm reference temperature;CONFIG_IceDetection_degC;Ice temperature in [degree Celsius/1e3] where profiles are aborted because of ice formation conditions
204;CONFIG;ISA algorithm salinity coefficient;CONFIG_IceDetectionSalinityCoefficient_NUMBER;Coefficient used when Salinity is considered in the ice evasion criteria (i.e. median(TEMP) < CONFIG_IceDetection_degC+CONFIG_IceDetectionSalinityCoefficient_NUMBER*median(PSAL)).
205;CONFIG;ISA algorithm applicable month;CONFIG_BitMaskMonthsIceDetectionActive_NUMBER;When is ice detection active - months in reverse order
206;CONFIG_AUX;AID algorithm start pressure ;CONFIG_AUX_AidIceDetectionPMax_dbar;Maximum sampling pressure used by ice cover detection AID algorithm.
207;CONFIG_AUX;AID algorithm stop pressure ;CONFIG_AUX_AidIceDetectionPMin_dbar;Minimum sampling pressure used by ice cover detection AID algorithm.
208;CONFIG_AUX;AID algorithm sampling period;CONFIG_AUX_AidIceDetectionSamplingPeriod_dbar;Period of the ice cover detection AID algorithm.
209;CONFIG_AUX;AID algorithm next measurement reach;CONFIG_AUX_AidIceDetectionNextMeasReach_meter;Used to compute the depth of the next ping (next ping depth = current depth - CONFIG_AidIceDetectionNextMeasReach_meter + CONFIG_AidIceDetectionNextMeasMargin_meter).
210;CONFIG_AUX;AID algorithm next measurement margin;CONFIG_AUX_AidIceDetectionNextMeasMargin_meter;Used to compute the depth of the next ping (next ping depth = current depth - CONFIG_AidIceDetectionNextMeasReach_meter + CONFIG_AidIceDetectionNextMeasMargin_meter).
211;CONFIG_AUX;AID algorithm number of distance meas;CONFIG_AUX_AidIceDetectionSubsampling_NUMBER;Number of distance measurements to use in the ice cover detection AID algorithm.
212;CONFIG_AUX;AID algorithm linear correction;CONFIG_AUX_AidIceDetectionCorrection_NUMBER;Linear correction factor applied to the measured distances.
213;CONFIG_AUX;AID algorithm dbar to meter coefficient;CONFIG_AUX_AidIceDetectionOneMeterDepth_dbar;Meter to decibar conversion coefficient.
214;CONFIG_AUX;AID algorithm min threshold for valid meas;CONFIG_AUX_AidIceDetectionDistMin_meter;Minimum distance threshold for a valid measurement.
215;CONFIG_AUX;AID algorithm max diff between distance meas;CONFIG_AUX_AidIceDetectionDiffMaxDist_meter;Maximum distance difference allowed between distance measurements of a given subsampling.
216;CONFIG_AUX;AID algorithm min draught;CONFIG_AUX_AidIceDetectionMinDraught_meter;Minimum draught to abort profile.
217;CONFIG_AUX;AID algorithm min number of detections;CONFIG_AUX_AidIceDetectionMinDetection_NUMBER;Minimum number of detections to abort profile.
218;CONFIG_AUX;AID algorithm max draught difference for detection;CONFIG_AUX_AidIceDetectionMaxDiffDraught_meter;Maximum draught difference allowed between measurements.
219;CONFIG_AUX;AID algorithm max distance to target to abort ascent;CONFIG_AUX_AidIceDetectionMaxAbortDist_meter;Maximum distance to the detected object to abort profile.
220;CONFIG_AUX;AID algorithm applicable month;CONFIG_AUX_BitMaskMonthsAidIceDetectionActive_NUMBER;When is ice detection AID algorithm active - months in reverse order.
221;CONFIG;Pressure to abort ascent;CONFIG_IceEvasionStopPressure_dbar;Ice evasion depth. This is a parameter for AC1 ice algorithm which abort the profile at a prescribed depth (CONFIG_IceEvasionDepth_dbar) without any check on environmental conditions (as described in my email, AC1, ISA and AID algorithm are used together in the ice version of the CTS5).
222;CONFIG;Applicable month;CONFIG_BitMaskMonthsIceEvasionActive_NUMBER;When is ice evasion active - months in reverse order. This is a parameter for AC1 which provides the months it should be used.
223;CONFIG;Number of depth zones.;CONFIG_<short_sensor_name><vertical_phase_name>NumberOfDepthZone_NUMBER;Number of depth zones defined for the <short_sensor_name> sensor while sampling during the <vertical_phase_name> phase of the cycle.
224;CONFIG;Start pressure to define the depth zone.;CONFIG_<short_sensor_name><vertical_phase_name>DepthZone<N>StartPres_dbar;Start pressure to define the depth zone  #<N> of the <short_sensor_name> sensor while sampling during the <vertical_phase_name> phase of the cycle.
225;CONFIG;Stop pressure to define the depth zone.;CONFIG_<short_sensor_name><vertical_phase_name>DepthZone<N>StopPres_dbar;Stop pressure to define the depth zone #<N> of the <short_sensor_name> sensor while sampling during the <vertical_phase_name> phase of the cycle.
226;CONFIG;Sampling period for the depth zone.;CONFIG_<short_sensor_name><vertical_phase_name>DepthZone<N>SamplingPeriod_dbar;Sampling period for the depth zone #<N> of the <short_sensor_name> sensor while sampling during the <vertical_phase_name> phase of the cycle.
