CONF_PARAM_DEC_ID;CONF_PARAM_TYPE;CONF_PARAM_MSG_LABEL;CONF_PARAM_NAME;CONF_PARAM_DESCRIPTION
128;CONFIG;Fixed volume of a pump action during braking (cm3);CONFIG_OilVolumePerPumpActionDescent_cm^3;Nominal oil volume of each pump action during descent (when the float brakes because of a too fast descent speed).
129;CONFIG;SV activation time during phase 2 of emergence reduction (cs);CONFIG_ValveTimeActionBuoyancyReduction_csec;Duration of the valve actions during the second phase of the buoyancy reduction (between CONFIG_BuoyancyReductionFirstThreshold_dbar and CONFIG_BuoyancyReductionSecondThreshold_dbar).
130;CONFIG;SV activation factor during phase 2 of emergence reduction;CONFIG_ValveActionPeriodFactorBuoyancyReduction_NUMBER;Define the period of valve actions during the second phase of the buoyancy reduction (between CONFIG_BuoyancyReductionFirstThreshold_dbar and CONFIG_BuoyancyReductionSecondThreshold_dbar). The valve is open during CONFIG_ValveTimeActionBuoyancyReduction_csec each CONFIG_ValveTimeActionBuoyancyReduction_csec*CONFIG_ValveActionPeriodFactorBuoyancyReduction_NUMBER.
131;CONFIG;Fixed emergence volume (cm3);CONFIG_OilVolumeLastPumpActionBuoyancyAcquisition_cm^3;Volume of the last pump action of the buoyancy acquisition phase. Original proposed name was: CONFIG_PumpActionOilVolumeBuoyancyAcquisition_cm^3
132;CONFIG;End of ascent detection threshold (dbar);CONFIG_AscentEndThreshold_dbar;Threshold used by the float to stop ascent speed control and pump actions.
133;CONFIG;Deceleration during ascent (0 = none, 1 = low, 5 = high);CONFIG_AscentSpeedFactor_NUMBER;This factor defines the speed of the ascent phase (between 0: nominal speed and 5: lowest speed).
134;CONFIG;Braking power in ascent abortion (multiplies P15);CONFIG_ProfileEvasionBrakingFactor_NUMBER;This factor defines the oil volume transferred from the external bladder when a profile evasion occurs and the float has to brake. The transferred oil volume is CONFIG_ProfileEvasionAscentSpeedFactor_NUMBER times the oil volume of the last pump action.
135;CONFIG;Parking drift depth (dbar);CONFIG_ParkPressure_dbar;park pressure - this may change if the float is reprogrammed and must be reported in the mission configuration settings
136;CONFIG;Measurement drift depth (dbar);CONFIG_ProfilePressure_dbar;profile pressure - this may change if the float is reprogrammed and must be reported in the mission configuration settings
137;CONFIG;Pattern duration (s);CONFIG_CycleTime_seconds;For APEX and ARVOR floats this is the total duration of one cycle, usually 240 hours (10 days). For SOLO floats this is the total duration of one cycle, assuming that all float operations reach their full time-out intervals before moving to the next float stage. Typically the actual cycle time will be shorter than this value.
138;CONFIG;Time of presence at the surface;CONFIG_SurfaceTime_seconds;Time of day of float surfacing - could be hour of the float surfacing or could be stored as seconds when set as hh:mm:ss (e.g. for PROVOR CTS5)
139;CONFIG;Enable/disable GPS position acquisition;CONFIG_GPSAcquisitionEndCycle_LOGICAL;The float performs a GPS session to acquire a GPS fix at the end of the cycle (Yes=1/No=0).
140;CONFIG;Enable/disable transmission session;CONFIG_TransmissionEndCycle_LOGICAL;The float performs a telemetry transmission at the end of the cycle (Yes=1/No=0).
141;CONFIG_AUX;Low battery voltage detection threshold (V);CONFIG_AUX_LowBatteryNoLoadAlarmThreshold_volts;"Min threshold of battery level before raising a ""low battery no load"" alarm."
142;CONFIG_AUX;High internal pressure detection threshold (mbar);CONFIG_AUX_HighInternalPressureAlarmThreshold_mbar;"Max threshold of internal pressure level before raising a ""high internal pressure"" alarm."
143;CONFIG_AUX;Detection threshold for inconsistent external pressure jumps (cm/s);CONFIG_AUX_HighAccelerationAlarmThreshold_cm/s;"Max threshold of vertical speed level before raising a ""External pressure sensor failure"" alarm."
144;CONFIG_AUX;Low external pressure detection threshold (dbar);CONFIG_AUX_LowExternalPressureAlarmThreshold_dbar;"Min threshold of external pressure before raising a ""Low external pressure"" alarm."
145;CONFIG_AUX;Detection threshold for high external pressure / pressure limit (dbar);CONFIG_AUX_HighExternalPressureAlarmThreshold_dbar;"Max threshold of external pressure before raising a ""High external pressure"" alarm."
146;CONFIG_AUX;Detection of broken external pressure sensor (successive errors);CONFIG_AUX_MaxExternalPressureErrorAlarmThreshold_NUMBER;"Max number of successive errors from the external pressure sensor before raising a ""External pressure sensor failure"" alarm."
147;CONFIG;Detection threshold for grounding during descent (cm3);CONFIG_OilVolumeMinForGroundingDetection_cm^3;This information is a threshold used to detect a grounding of the float. If there is no vertical motion after having tranferred CONFIG_OilVolumeMinForGroundingDetection_cm^3 through the valve, the gounded flag is activated and the float acts as configurated by the CONFIG_GroundingMode_LOGICAL parameter.So, yes it is a configuration parameter (and I can easily understand that it can be modified via remote control since some PROVOR floats have experienced erroneous grounding detection (under study but perhaps due to in-situ conditions).
148;CONFIG_AUX;Detection threshold for snagging during ascent (cm3);CONFIG_AUX_OilVolumeMinForHangingDetection_cm^3;This information is a threshold used to detect a hanging of the float. If there is no ascent vertical motion after having tranferred CONFIG_OilVolumeMinForHangingDetection_cm^3 through the pump the hanged alarm is activated.
149;CONFIG_AUX;Detection of high rate of descent (braking);CONFIG_AUX_HighDescentSpeedAlarmThreshold_cm/s;"Max threshold of descent speed before raising a ""braking"" alarm."
150;CONFIG_AUX;Low battery voltage detection threshold (min. on pump) (V);CONFIG_AUX_LowBatteryLoadAlarmThreshold_volts;"Min threshold of battery level before raising a ""low battery load"" alarm."
151;CONFIG_AUX;"Delay time at surface ""SA"" stage before loop (s)";CONFIG_AUX_SurfaceTimeDelayBeforeLoop_seconds;Surface temporization (step 'SA' of the mission) before loops ([0-86400 (24 h)]) (see float manual for details).
152;CONFIG_AUX;"Delay time at surface ""SA"" stage in ""pattern"" loop (s)";CONFIG_AUX_SurfaceTimeDelayInPatternLoop_seconds;Surface temporization (step 'SA' of the mission) during pattern loops ([0-7200 (2 h)]) (see float manual for details).
153;CONFIG_AUX;"Delay time at surface ""SA"" stage in ""cycle"" loop (s)";CONFIG_AUX_SurfaceTimeDelayInCycleLoop_seconds;Surface temporization (step 'SA' of the mission) during cycle loops ([0-7200 (2 h)]) (see float manual for details).
154;CONFIG_AUX;"Delay time for test (""TC"" stage) (s)";CONFIG_AUX_TestTimeDelay_seconds;Test temporization (step 'TC' of the mission) ([0-600 (10 min)]) (see float manual for details).
155;CONFIG;Enable/disable GPS position acquisition at end of life;CONFIG_GPSAcquisitionEndOfLife_LOGICAL;The float performs a GPS session to acquire a GPS fix in each End Of Life transmission (Yes=1/No=0).
156;CONFIG;Transmission period at end of life (s);CONFIG_TransmissionPeriodEndOfLife_seconds;Period of the Iridium transmission when in End Of Life mode (in minutes).
157;CONFIG_AUX;List of alarms that can cause end of life (alarms 18 and 19 cannot be modified);CONFIG_AUX_EndOfLifeEvent_STRING;List of alarms which can make the float transitioning to the End Of Life mode.
158;CONFIG;Management method for grounding detection during descent parking;CONFIG_GroundingMode_NUMBER;Action performed by the float when a grounding is detected. 0: the float changes its drift pressure, 1: the float stays on the seabed until the next phase of the cycle. For PROVOR CTS5 the number assigned to each mode has changed - see float manual for details for this model.
159;CONFIG;Set point offset in case of grounding management by correction (dbar);CONFIG_GroundingModePresAdjustment_dbar;If in grounding mode 0, the float changes its drift pressure to its programmed one minus this value only if its current pressure is greater than this value.
160;CONFIG;Detection management method for snagging during ascent;CONFIG_HangingMode_NUMBER;Action performed by the float when a hanging is detected (see float manual for details). [JP additional comments on behaviour for PROVOR floats: The hanging mode is the same idea as the grounding mode but for an ascent phase. When the float detects a too low vertical motion after having activated its pump to try to ascend it enters in a hanging mode (it is probably stuck at the sea floor). This parameter configures (with the same idea as CONFIG_GroundingMode_NUMBER for grounding) what should be the actions to perform to try to escape from hanging (it can activate its pump and valve alternatively to try to escape or abandon the ascent and switch to the next scheduled task].
161;CONFIG;Minimum pressure for correction in case of grounding detection;CONFIG_GroundingModeMinPresThreshold_dbar;If in grounding mode 0, the float changes its drift pressure only if its current pressure is greater than this value.
241;CONFIG_AUX;Management method for grounding detection during descent profile;CONFIG_AUX_GroundingModeForProfileDepth_NUMBER;Action performed by the float when a grounding is detected during descent to profile depth. For PROVOR CTS5 floats: 2: the float stays on the seabed until the ascent start time, 3: the ascent starts immediately.
162;CONFIG;"Depth for ""slow"" start of ascent (dbar)";CONFIG_AscentSpeedStartPressureThresholdForSlowPhase_dbar;Pressure threshold to start the slow ascent speed phase.
163;CONFIG;"Depth for ""slow"" start of ascent (dbar)";CONFIG_AscentSpeedStartPressureThresholdForSlowPhase_dbar;Pressure threshold to start the slow ascent speed phase.
164;CONFIG;Depth for execution of ice detection test (dbar);CONFIG_IceDetectionAcousticStartPressureThreshold_dbar;Pressure threshold to start the acoustic ice detection test. 
165;CONFIG;Duration of ice detection test;CONFIG_IceDetectionTestDuration_minutes;Duration of the ice detection test.
301;META_AUX;DNIS number associated with the SIM card;META_AUX_FLOAT_DNIS_NUMBER;DNIS number of the SIM card of the float.
302;META;Login of account associated with float (on the server);META_PTT;Transmission identifier of the float.
303;META_AUX;Serial port number;META_AUX_IRIDIUM_SERIAL_PORT_NUMBER;Serial port number used by the Iridium device.
166;CONFIG;Maximum duration of Iridium session (s);CONFIG_ConnectionTimeOut_seconds;Connection time-out, i.e. maximum transmission period for one telemetry session
167;CONFIG_AUX;Block size for file segmentation;CONFIG_AUX_TransmittedFileMaxSize_kbyte;Max size for transmitted files (in kbyte). Larger files are split before transmission.
168;CONFIG_AUX;Measurement file format (*.csv, *.hex extended, *.hex standard);CONFIG_AUX_CtdDataFormat_NUMBER;Format of the transmitted CTD data (0: CSV format, 1: extended hex format, 2: standard hex format) (see float manual for details).
169;CONFIG_AUX;File transmission mode (standard, extended, high speed);CONFIG_AUX_FileTransmissionMode_NUMBER;File transmission mode (0: standard, 1: extended, 2: streaming).
304;META_AUX;Mechanics identification;META_AUX_HYDRAULIC_ENGINE_TYPE;Reference of the hydraulic device.
170;CONFIG_AUX;Total oil volume in the hydraulic system (cm3);CONFIG_AUX_TotalOilVolume_cm^3;Total volume of oil in the hydraulic device.
305;META_AUX;Serial port number;META_AUX_SENSOR_BOARD_SERIAL_PORT_NUMBER;Serial port number used by the sensor board.
306;META_AUX;Power output number;META_AUX_SENSOR_BOARD_POWER_OUTPUT_PORT_NUMBER;Power output port number used by the sensor board.
171;CONFIG_AUX;"Enable/disable ""$ADJUST"" message";CONFIG_AUX_InformSensorBoardDuringHydraulicAction_LOGICAL;Ask/inform the sensor board during hydraulic adjustments.
172;CONFIG_AUX;Enable/disable complete self-test;CONFIG_AUX_FullAutotest_LOGICAL;Perform a full autotest.
307;META_AUX;Serial port number;META_AUX_GPS_SERIAL_PORT_NUMBER;Serial port number used by the GPS device.
308;META_AUX;Power output number;META_AUX_GPS_POWER_OUTPUT_PORT_NUMBER;Power output port number used by the GPS device.
173;CONFIG;Enable/disable PPS synchronisation (external module);CONFIG_GPSSetClockSensorCard_LOGICAL;When the float Real Time Clock is set, also set the clock of the measurement card.
174;CONFIG;Enable/disable enhanced positioning (altitude 0m);CONFIG_GPSImprovedLocation_LOGICAL;Use the GPS improved location mode. This mode can be used when the float altitude is 0 meter, it provides better locations.
242;CONFIG_AUX;Enable/disable system clock synchronization;CONFIG_AUX_GPSSetRTC_LOGICAL;Set the float Real Time Clock with GPS time.
175;CONFIG;Zone 1 - Sampling period / descent to drift depth (s);CONFIG_<short_sensor_name>DescentToParkPhaseDepthZone<N>SamplingPeriod_seconds;Sampling period of the <short_sensor_name> during the descent to parking pressure in the depth zone #<N> (in seconds).
176;CONFIG;Zone 1 - Sampling period / parking depth drift (s);CONFIG_<short_sensor_name>ParkDriftPhaseDepthZone<N>SamplingPeriod_seconds;Sampling period of the <short_sensor_name> during the drift at parking pressure in the depth zone #<N>.
177;CONFIG;Zone 1 - Sampling period / descent to measurement depth (s);CONFIG_<short_sensor_name>DescentToProfPhaseDepthZone<N>SamplingPeriod_seconds;Sampling period of the <short_sensor_name> during the descent to profile pressure in the depth zone #<N> (in seconds).
178;CONFIG;Zone 1 - Sampling period / measurement depth drift (s);CONFIG_<short_sensor_name>ProfDriftPhaseDepthZone<N>SamplingPeriod_seconds;Sampling period of the <short_sensor_name> during the drift at profile pressure in the depth zone #<N>.
179;CONFIG;Zone 1 - Sampling period / ascent (s);CONFIG_<short_sensor_name>AscentPhaseDepthZone<N>SamplingPeriod_seconds;Sampling period of the <short_sensor_name> during the ascending profile in the depth zone #<N> (in seconds).
180;CONFIG;Zone 1 – Acquisition type;CONFIG_<short_sensor_name>DepthZone<N>PowerAcquisitionMode_NUMBER;Power acquisition mode of the <short_sensor_name> in the depth zone #<N> (0 : none, 2 : pulsed, 3 : continuous).
181;CONFIG;Zone 1 – Processing type;CONFIG_<short_sensor_name>DepthZone<N>DataProcessingMode_NUMBER;Data processing output of the <short_sensor_name> in the depth zone #<N>  (see float manual for details).
182;CONFIG;Zone 1 – Synchronisation type;CONFIG_<short_sensor_name>DepthZone<N>DataSynchronizationMode_NUMBER;Data of the <short_sensor_name> can be reported as they have been sampled or synchronized with one CTD parameter (PRES or TEMP or PSAL). The synchronization is done with the timely closest sample of the CTD (see float manual for details).
183;CONFIG;Zone 1 – Section depth;CONFIG_<short_sensor_name>DepthZone<N>SlicesThickness_dbar;Slices thickness for <short_sensor_name> in the depth zone #<N> (in dbar).
184;CONFIG;Pressure threshold between zones 1 and 2;CONFIG_<short_sensor_name>DepthZone<N>DepthZone<N+1>PressureThreshold_dbar;Threshold between depth zone #N and depth zone #N+1 for <short_sensor_name>  (in dbar).
185;CONFIG;Sensor warm-up time (ms);CONFIG_<short_sensor_name>WarmUpTime_msec;Time, needed after the <short_sensor_name> is powered ON, to provide its first sample (in milli-seconds).
186;CONFIG;Sensor shut down time (ms);CONFIG_<short_sensor_name>PowerSwitchDelayMin_msec;Minimum waiting time needed by the <short_sensor_name> between a switch OFF and a switch ON (in milli-seconds).
187;CONFIG;Filtering index of first valid sample;CONFIG_<short_sensor_name>FirstValidSample_NUMBER;Rank of the first valid sample provided by the <short_sensor_name> (0 is the rank of the first sample).
188;CONFIG;Pression de « cut-off » (dbar);CONFIG_CTDPumpStopPressure_dbar;The pressure at which the CTD pump is switched off.  As the float ascends, the code looks at the pressure and if <= CONFIG_CTDPumpStopPressure, the CTD is turned off. CTDPumpStopPressure is a firmware threshold and as such, data may continue to be collected for a limited span after the threshold is recognized. Especially in floats that return high resolution discrete data, there might be data collected shallower than the cut off, due to the discrete nature of the pressure data and also due to the time necessary for the firmware to turn off the CTD once the pressure threshold is reached. For example for SOLOII floats the CTD is switched off at 1dbar, and typically the shallowest data is from 0.5 to 0.8 dbar. This shallow data should be carefully assessed for its validity.
243;CONFIG_AUX;Enable/disable fast sampling period (1 Hz);CONFIG_AUX_CTDFastSampling_LOGICAL;Configure CTD to 1 Hz sampling instead of 0.5 Hz usual one.
244;CONFIG_AUX;Enable/disable sub-surface duration optimization;CONFIG_AUX_ReduceSubSurfacePhase_LOGICAL;If there is no need to reach the surface (cycle with no transmission phase), the float can start a new descent phase as soon as the 2 dbar thresold is reached (instead of waiting 10 minutes after the crossing of the CONFIG_AscentEndThreshold_dbar threshold).
245;CONFIG_AUX;Enable/disable sub-surface brake action;CONFIG_AUX_BrakeAtSubSurface_LOGICAL;If there is no need to reach the surface (cycle with no transmission phase), the float can brake after the crossing of the CONFIG_AscentEndThreshold_dbar threshold and start a new descent phase.
246;CONFIG_AUX;Enable/disable the pressure activation;CONFIG_AUX_PressureActivation_LOGICAL;Use the pressure activation feature.
247;CONFIG;Pressure threshold for mission activation (dbar);CONFIG_PressureActivation_dbar;depth at which float is set to pressure activate
248;CONFIG_AUX;Maximum duration of the pressure test (s);CONFIG_AUX_PressureActivationTimeout_seconds;The pressure activation phase starts after the first successfull auto-test and ends (with the start of the float mission) at the end of the CONFIG_AUX_PressureActivationTimeout_seconds period. During this phase the float checks the external pressure and can start its mission as soon as a CONFIG_PressureActivation_dbar pressure is measured.
189;CONFIG_AUX;TBD;CONFIG_AUX_BatteryValueFirstCalibrationPoint_COUNT;Count to volt conversion for battery measurements: counts measurement for the first calibration point.
190;CONFIG_AUX;TBD;CONFIG_AUX_BatteryValueSecondCalibrationPoint_COUNT;Count to volt conversion for battery measurements: counts measurement for the second calibration point.
191;CONFIG_AUX;TBD;CONFIG_AUX_BatteryValueFirstCalibrationPoint_volts;Count to volt conversion for battery measurements: volts measurement for the first calibration point.
192;CONFIG_AUX;TBD;CONFIG_AUX_BatteryValueSecondCalibrationPoint_volts;Count to volt conversion for battery measurements: volts measurement for the second calibration point.
193;CONFIG_AUX;TBD;CONFIG_AUX_InternalPressureValueFirstCalibrationPoint_COUNT;Count to mbar conversion for internal pressure measurements: counts measurement for the first calibration point.
194;CONFIG_AUX;TBD;CONFIG_AUX_InternalPressureValueSecondCalibrationPoint_COUNT;Count to mbar conversion for internal pressure measurements: counts measurement for the second calibration point.
195;CONFIG_AUX;TBD;CONFIG_AUX_InternalPressureValueFirstCalibrationPoint_mbar;Count to mbar conversion for internal pressure measurements: mbar measurement for the first calibration point.
196;CONFIG_AUX;TBD;CONFIG_AUX_InternalPressureValueSecondCalibrationPoint_mbar;Count to mbar conversion for internal pressure measurements: mbar measurement for the second calibration point.
309;META_AUX;TBD;META_AUX_CTD_SERIAL_PORT_NUMBER;Serial port number used by the CTD.
197;CONFIG;Spring inhibition ascent end pressure;CONFIG_IceDetectionSpringInhibitionAscentEnd_dbar;Ice evasion depth for the spring inhibition part of the ISA algorithm.
198;CONFIG;Spring inhibition delay since last ISA detection;CONFIG_IceDetectionSpringInhibitionDelaySinceLastIceEvasion_days;Maximum delay (in days) since the last ice evasion date to raise a new ice evasion.
199;CONFIG;ISA algorithm storing data start pressure ;CONFIG_IceDetectionMixedLayerPMax_dbar;Maximum sampling pressure used by ice cover detection algorithm.
200;CONFIG;ISA algorithm storing data stop pressure ;CONFIG_IceDetectionMixedLayerPMin_dbar;Minimum sampling pressure used by ice cover detection algorithm.
201;CONFIG;ISA algorithm storing data sampling period;CONFIG_IceDetectionPressureInterval_dbar;"Period of the ice detection algorithm. ""It is the pressure interval used by the float to collect T and S samples between CONFIG_IceDetectionMixedLayerPMax_dbar and CONFIG_IceDetectionMixedLayerPMin_dbar for the TEMP comparison."" Origjnal proposed name was : CONFIG_IceDetectionPeriod_dbar"
202;CONFIG;ISA algorithm start pres;CONFIG_IceDetectionStartPressure_dbar;Start pressure of the ice detection algorithm.
203;CONFIG;ISA algorithm reference temperature;CONFIG_IceDetection_degC;Ice temperature in [degree Celsius/1e3] where profiles are aborted because of ice formation conditions
204;CONFIG;ISA algorithm salinity coefficient;CONFIG_IceDetectionSalinityCoefficient_NUMBER;Coefficient used when Salinity is considered in the ice evasion criteria (i.e. median(TEMP) < CONFIG_IceDetection_degC+CONFIG_IceDetectionSalinityCoefficient_NUMBER*median(PSAL)).
205;CONFIG;ISA algorithm applicable month;CONFIG_BitMaskMonthsIceDetectionActive_NUMBER;When is ice detection active - months in reverse order
206;CONFIG_AUX;AID algorithm start pressure ;CONFIG_AUX_AidIceDetectionPMax_dbar;Maximum sampling pressure used by ice cover detection AID algorithm.
207;CONFIG_AUX;AID algorithm stop pressure ;CONFIG_AUX_AidIceDetectionPMin_dbar;Minimum sampling pressure used by ice cover detection AID algorithm.
208;CONFIG_AUX;AID algorithm sampling period;CONFIG_AUX_AidIceDetectionSamplingPeriod_dbar;Period of the ice cover detection AID algorithm.
209;CONFIG_AUX;AID algorithm next measurement reach;CONFIG_AUX_AidIceDetectionNextMeasReach_meter;Used to compute the depth of the next ping (next ping depth = current depth - CONFIG_AidIceDetectionNextMeasReach_meter + CONFIG_AidIceDetectionNextMeasMargin_meter).
210;CONFIG_AUX;AID algorithm next measurement margin;CONFIG_AUX_AidIceDetectionNextMeasMargin_meter;Used to compute the depth of the next ping (next ping depth = current depth - CONFIG_AidIceDetectionNextMeasReach_meter + CONFIG_AidIceDetectionNextMeasMargin_meter).
211;CONFIG_AUX;AID algorithm number of distance meas;CONFIG_AUX_AidIceDetectionSubsampling_NUMBER;Number of distance measurements to use in the ice cover detection AID algorithm.
212;CONFIG_AUX;AID algorithm linear correction;CONFIG_AUX_AidIceDetectionCorrection_NUMBER;Linear correction factor applied to the measured distances.
213;CONFIG_AUX;AID algorithm dbar to meter coefficient;CONFIG_AUX_AidIceDetectionOneMeterDepth_dbar;Meter to decibar conversion coefficient.
214;CONFIG_AUX;AID algorithm min threshold for valid meas;CONFIG_AUX_AidIceDetectionDistMin_meter;Minimum distance threshold for a valid measurement.
215;CONFIG_AUX;AID algorithm max diff between distance meas;CONFIG_AUX_AidIceDetectionDiffMaxDist_meter;Maximum distance difference allowed between distance measurements of a given subsampling.
216;CONFIG_AUX;AID algorithm min draught;CONFIG_AUX_AidIceDetectionMinDraught_meter;Minimum draught to abort profile.
217;CONFIG_AUX;AID algorithm min number of detections;CONFIG_AUX_AidIceDetectionMinDetection_NUMBER;Minimum number of detections to abort profile.
218;CONFIG_AUX;AID algorithm max draught difference for detection;CONFIG_AUX_AidIceDetectionMaxDiffDraught_meter;Maximum draught difference allowed between measurements.
219;CONFIG_AUX;AID algorithm max distance to target to abort ascent;CONFIG_AUX_AidIceDetectionMaxAbortDist_meter;Maximum distance to the detected object to abort profile.
220;CONFIG_AUX;AID algorithm applicable month;CONFIG_AUX_BitMaskMonthsAidIceDetectionActive_NUMBER;When is ice detection AID algorithm active - months in reverse order.
221;CONFIG;Pressure to abort ascent;CONFIG_IceEvasionStopPressure_dbar;Ice evasion depth. This is a parameter for AC1 ice algorithm which abort the profile at a prescribed depth (CONFIG_IceEvasionDepth_dbar) without any check on environmental conditions (as described in my email, AC1, ISA and AID algorithm are used together in the ice version of the CTS5).
222;CONFIG;Applicable month;CONFIG_BitMaskMonthsIceEvasionActive_NUMBER;When is ice evasion active - months in reverse order. This is a parameter for AC1 which provides the months it should be used.
