CONF_PARAM_DEC_ID;CONF_PARAM_LABEL;CONF_PARAM_DEFINITION;CONF_PARAM_NAME;CONF_PARAM_DESCRIPTION
CONFIG_DDTI;n/a;The interval in seconds between float samples of the pressure to determine if the Profile depth has been reached.;CONFIG_PressureCheckTimeDescentToProfileDepth_seconds;The interval in seconds between float samples of the pressure to determine if the Profile depth has been reached.
CONFIG_DPF;n/a;"If set to ""on,"" the float will, on its first descent only, after the Mission Prelude, remain in the Park phase for five minutes before descending to the Profile depth. If set to ""off,"" the first Park phase period is as described in “Park Phase” on page 3-6.";CONFIG_DeepProfileFirstFloat_LOGICAL;"Some APEX floats are set to do a ""profile on deployment"". This means that when the float is deployed it skips the drift phase at the PARKING depth and sinks directly to the PROFILE depth and starts ascending for the first profile. Independent of the Park and Profile cycle length, the first profile is always a Deep Profile that begins at the Profile Depth. This means the float returns a CTD profile relatively soon, typically less than a day, after the float is deployed. This feature supports comparison of the initial float profile with a conventional CTD cast from the ship. The result is that the first cycle is of shorter duration with a profile depth equal to PROFILE configuration pressure (regardless of the CONFIG_ParkAndProfileCycleCounter_COUNT configuration information). (Yes = 1, No = 0)."
CONFIG_DOWN;n/a;The allocated time in minutes for the float to leave the surface and to reach the Profile depth, or in cases where PnPCycleLen is greater than 1, the time to complete the Park phase.;CONFIG_DownTime_minutes;preset duration of the down time (start of descent to start of ascent) - changed from : CONFIG_DownTimeInterval_hours and CONFIG_DownTimeOut
CONFIG_ETI;n/a;The interval in seconds between which the float attempts to communicate over the Iridium satellite network.;CONFIG_TransmissionPeriodEndOfLife_seconds;Period of the Iridium transmission when in End Of Life mode (in minutes).
CONFIG_HRC;n/a;For Apex APF11 Iridium floats, Hyper Retraction is used to pull in an amount of oil to temporarily increase a float’s density as it leaves the ocean surface. The result of the increased float density allows a float to move through a mixed density layer more easily or allows a float to descend at a faster rate. In particular, the HyperRetractCount is the temporary piston position used when the float leaves the Surface and starts a ParkDescent.;CONFIG_PistonPositionHyperRetraction_COUNT;For Apex APF11 Iridium floats, Hyper Retraction is used to pull in an amount of oil to temporarily increase a float’s density as it leaves the ocean surface. The result of the increased float density allows a float to move through a mixed density layer more easily or allows a float to descend at a faster rate. In particular, the HyperRetractCount is the temporary piston position used when the float leaves the Surface and starts a ParkDescent.
CONFIG_HRP;n/a;For Apex APF11 Iridium floats, Hyper Retraction is used to pull in an amount of oil to temporarily increase a float’s density as it leaves the ocean surface. The result of the increased float density allows a float to move through a mixed density layer more easily or allows a float to descend at a faster rate. In particular, the HyperRetractPressure is the pressure that the float uses to restore the piston back to the ParkDescentCount.;CONFIG_HyperRetractionStopPressure_dbar;For Apex APF11 Iridium floats, Hyper Retraction is used to pull in an amount of oil to temporarily increase a float’s density as it leaves the ocean surface. The result of the increased float density allows a float to move through a mixed density layer more easily or allows a float to descend at a faster rate. In particular, the HyperRetractPressure is the pressure that the float uses to restore the piston back to the ParkDescentCount.
CONFIG_IBD;n/a;The period in days over which the float avoids the surface due to the possible presence of large, crushing icebergs but performs all the other phases during each profiling cycle. The period starts with the first determination of the non-presence of ice after having determined the presence of ice over the previous missions.;CONFIG_IceDetectionSpringInhibitionDelaySinceLastIceEvasion_days;Maximum delay (in days/cycles) since the last ice evasiondate to attempt a surfacing.  This is often called the 'Spring', where the float stays underwater for a time even though the temperature has warmed.
CONFIG_IMLT;n/a;The water temperature in Celsius below which ice is determined to be present.;CONFIG_IceDetection_degC;Ice temperature in [degree Celsius/1e3] where profiles are aborted because of ice formation conditions
CONFIG_IDP;n/a;The pressure in decibars at which temperature data collection begins during the Ascent phase for the purpose of determining the mixed layer median temperature. IceDetectionP should be at least 15 dbar greater than that of IceEvasionP.;CONFIG_IceDetectionMixedLayerPMax_dbar;Maximum sampling pressure used by ice cover detection algorithm.
CONFIG_IEP;n/a;The pressure in decibars at which the float begins processing the collected temperature data to determine the mixed layer median temperature. While processing the temperature data, the float continues to collect more data as it ascends. If the median temperature is below IceCriticalT, the ascent is halted and the float transitions to the Park Descent phase of a new mission. IceEvasionP should be at least 15 decibars less than IceDetectionP.;CONFIG_IceDetectionStartPressure_dbar;Start pressure of the ice detection algorithm.
CONFIG_ICEM;n/a;Determines the months of the year during which ice avoidance is enabled. To determine the numerical entry, which is in hexadecimal, select one or more months during which to enable ice avoidance, where each month is a “one” bit in a 12-bit binary string representing January (000000000001) to December (100000000000). For more than one month, whether contiguous or not, “or” the values of all the months to determine the binary value. For example, to detect ice during the contiguous months of May to September, the binary value is 000111110000. Converting to hexadecimal, the entry is 0x01f0. For the months January to May and September to December, the binary value is 111100011111. Converting to hexadecimal, the entry is 0x0f1f.;CONFIG_BitMaskMonthsIceDetectionActive_NUMBER;When is ice detection active - months in reverse order
CONFIG_ITI;n/a;The time in seconds between which the float momentarily awakens from the lowpower state to verify the piston position and check the pressure. If the pressure is more than MActivationPressure, the float goes into Mission mode.;CONFIG_PressureActivationCheckTime_seconds;in pressure activated floats this parameter sets how often the float will test whether it is in the water, e.g.  Every 2 hours
CONFIG_IBN;n/a;The number of counts to add to the current piston position to start the Ascent phase.;CONFIG_FirstBuoyancyNudge_COUNT;test message data - initial buoyancy nudge which is used at both the beginning and end of the profile  
CONFIG_LD;n/a;"If set to ""on,"" the float will transition to the Emergency mode upon detection of an internal water leak. If set to ""off,"" the float will only log the condition to the system_log.txt file.";CONFIG_EmergencyModeWaterLeakDetection_LOGICAL;"If set to ""yes"", the float will transition to the Emergency mode upon detection of an internal water leak. If set to ""no"", the float will only log the condition to the system_log.txt file."
CONFIG_DEBUG;n/a;The verbosity level of the system_log.txt file entries transmitted over the Iridium satellite network. It corresponds to the second field of the file entries which is the priority.;CONFIG_LoggingVerbosity_NUMBER;Logging verbosity is an integer (values in range [0,4] for these floats) describing the parameters to be output. An integer in the range [0,4] that determines the logging verbosity with lower values producing more terse logging. A verbosity of 2 yields standard logging.
CONFIG_PACT;n/a;The piston position in counts that will cause the float to descend below its specified pressure activation depth as determined by MActivationPressure when it is deployed.;CONFIG_PistonPositionPressureActivation_COUNT;preset piston position for pressure activation
CONFIG_MAP;n/a;The minimum pressure in decibars at which the float goes into Mission mode. It determines the float’s pressure activation depth. The float checks for this pressure periodically at the rate specified by IdleTimerInterval.;CONFIG_PressureActivation_dbar;depth at which float is set to pressure activate
CONFIG_MBC;n/a;The minimum allowable buoyancy position in counts, overriding any other count setting. This configuration parameter prevents the movement of oil from the oil compartment of the bladder into the oil reservoir at the specified count to manage the maximum depth of a descent. In general MinBuoyancyCount should be set less than the DeepDescentCount.;CONFIG_BuoyancyMinimum_COUNT;The minimum allowable buoyancy position in counts, overriding any other count setting. This configuration parameter prevents the movement of oil from the oil compartment of the bladder into the oil reservoir at the specified count to manage the maximum depth of a descent. In general CONFIG_BuoyancyMinimum_COUNT should be set less than the CONFIG_PistonProfile_COUNT.
CONFIG_OK;n/a;The minimum internal vacuum pressure required inside the housing. It applies only to the self test component of the Mission Prelude phase. Should the actual housing pressure exceed this value, the self test will fail.;CONFIG_OkVacuum_dbar;Internal vacuum threshold (counts).
CONFIG_PBN;n/a;The number of counts to change the piston position from its current position in the direction that will bring the float closer to the Park depth. It is applied after three successive pressure samples that are outside the dead band specified by ParkDeadband.;CONFIG_BuoyancyNudgeToPark_COUNT;The number of counts to change the piston position from its current position in the direction that will bring the float closer to the Park depth. It is applied after three successive pressure samples that are outside the dead band specified by CONFIG_PressureTargetToleranceDuringDrift_dbar.
CONFIG_PDB;n/a;The maximum pressure difference in decibars between the actual pressure and ParkPressure. When exceeded, the piston position is adjusted by ParkBuoyancyNudge to move the float towards the Park depth.;CONFIG_PressureTargetToleranceDuringDrift_dbar;Defines the target pressure interval for float drift at parking or profile depth (in dbars).
CONFIG_PPP;n/a;The piston position in counts that will cause the float to descend to its Park depth. This configuration parameter is dynamically updated during the Park phase of each profiling cycle in accordance with ParkBuoyancyNudge of the Park phase and is applied during the next profiling cycle.;CONFIG_PistonPark_COUNT;preset park piston position, in counts   
CONFIG_PDP;n/a;The amount of time in minutes allowed for the float to leave the surface and to reach its Park depth. Should the float not reach its Park depth in this period, it will transition to the Park phase.;CONFIG_DescentToParkTimeOut_minutes;maximum time a float will try to reach its target depth (park) before aborting this step
CONFIG_PDTI;n/a;The interval in seconds between float samples of the pressure to determine if the Park depth has been reached. The pressure is recorded to the science_log.bin file.;CONFIG_PressureCheckTimeDescentToParkingDepth_seconds;The interval in seconds between float samples of the pressure to determine if the Park depth has been reached.
CONFIG_PRKP;n/a;The pressure in decibars associated with the Park depth.;CONFIG_ParkPressure_dbar;park pressure - this may change if the float is reprogrammed and must be reported in the mission configuration settings
CONFIG_PTI;n/a;The interval in seconds between float samples of the pressure to determine if the pressure is within the dead band specified by ParkDeadband. It is also the interval at which the sensor specified in a sample.cfg entry for the Park phase is sampled.;CONFIG_PressureCheckTimeParking_seconds;Period of the pressure checks during the float drift at park or profile depth.
CONFIG_N;n/a;"The number of descents the float will make to the Park depth before a descent to the Profile depth. If DeepProfileFirst is ""on,"" then DeepProfileFirst will run before PnPCycleLen applies.";CONFIG_ParkAndProfileCycleCounter_COUNT;The number of profiles performed from Park depth before a deep profile is done.
CONFIG_PST;n/a;"If set to ""on,"" the float will transition to the Park Descent phase at the end of the period determined by PreludeTime only if the self test passes. If the self test fails, the float will go into Emergency mode. If set to ""off,"" the float will transition to the Park Descent phase whether or not the self test passes. In addition, the test results, pass or fail, will be logged to the system_log.txt file.";CONFIG_MissionPreludeAutoTest_LOGICAL;"If set to ""yes"", the float will transition to the Park Descent phase at the end of the period determined by CONFIG_MissionPreludeTime_hours only if the self test passes. If the self test fails, the float will go into Emergency mode. If set to ""no"", the float will transition to the Park Descent phase whether or not the self test passes. In addition, the test results, pass or fail, will be logged to the system_log.txt file."
CONFIG_PRE;n/a;"The amount of time in minutes the float will remain in the Mission Prelude phase before transitioning to the Park Descent phase. The float will transition to the Park Descent phase only at the end of this period and only if the self test passes or PreludeSelfTest is set to ""off.""";CONFIG_MissionPreludeTime_minutes;This is the duration the float transmits test messages for (from start up) before the first dive. It’s crucial in calculating the time of the first descent.
CONFIG_SPSPC;n/a;The pressure in decibars added to the most recently measured pressure at the surface, the sum of which is the pressure at which the conductivity, temperature and pressure sampling stops for a pumped type CTD. It is also the pressure at which the Surface phase begins.;CONFIG_CTDPumpStopPressureOffset_dbar;The pressure in decibars added to the most recently measured pressure at the surface, the sum of which is the pressure at which the conductivity, temperature and pressure sampling stops for a pumped type CTD. It is also the pressure at which the Surface phase begins.
CONFIG_REP;n/a;The interval in seconds between which the float attempts to communicate over the Iridium satellite network, or if in Recovery mode, the interval in seconds between which the float transmits its position and log files and downloads new mission and sample configuration parameters. The float continues the attempts until it succeeds or until the end of the period specified by UpTime of the Ascent phase, after which a new Descent phase begins.;CONFIG_TransmissionRepetitionPeriod_seconds;transmission repetition rate, metadata for most floats - may be variable for two-way communication
CONFIG_UP;n/a;The allocated time in minutes for the float to leave the Profile depth, reach the surface and complete the Surface phase. The difference in the setting of this configuration parameter and the actual ascent time determines the maximum amount of time at the surface.;CONFIG_UpTime_minutes;preset duration of the 'up' time (start of ascent to start of descent) - changed from : CONFIG_UpTimeInterval_hours and CONFIG_UpTimeOut
CONFIG_VM;n/a;No information;CONFIG_AUX_VitalsMask_NUMBER;Currently only used by engineering to configure the amount of information reported in the vitals_log (contact Teledyne Webb Research for assistance).
CONFIG_TBP;n/a;The maximum pressure in decibars to which the air bladder will inflate. The air pump will shut off if the air bladder pressure reaches this value.;CONFIG_PressureBladderMax_dbar;maximum air bladder pressure setting - units could be COUNT
CONFIG_FRET;n/a;The minimum piston position in counts. The buoyancy pump will shut off if the piston position reaches this minimum value.;CONFIG_PistonFullRetraction_COUNT;n/a
CONFIG_FEXT;n/a;The maximum piston position in counts. The buoyancy pump will shut off if the piston position reaches this maximum value.;CONFIG_PistonFullExtension_COUNT;n/a
PTT_HEX;n/a;The Argos Id in hexadecimal as provided by the Argos service provider.;META_AUX_PTT_HEX;The Argos Id in hexadecimal as provided by the Argos service provider.
CONFIG_SAMPLE01;n/a;n/a;CONFIG_<short_sensor_name><vertical_phase_name>NumberOfDepthZone_NUMBER;Number of depth zones defined for the <short_sensor_name> sensor while sampling during the <vertical_phase_name> phase of the cycle.
CONFIG_SAMPLE02;n/a;n/a;CONFIG_<short_sensor_name><vertical_phase_name>DepthZone<N>StartPres_dbar;Start pressure to define the depth zone  #<N> of the <short_sensor_name> sensor while sampling during the <vertical_phase_name> phase of the cycle.
CONFIG_SAMPLE03;n/a;n/a;CONFIG_<short_sensor_name><vertical_phase_name>DepthZone<N>StopPres_dbar;Stop pressure to define the depth zone #<N> of the <short_sensor_name> sensor while sampling during the <vertical_phase_name> phase of the cycle.
CONFIG_SAMPLE04;n/a;n/a;CONFIG_<short_sensor_name><vertical_phase_name>DepthZone<N>SamplingPeriod_dbar;Sampling period for the depth zone #<N> of the <short_sensor_name> sensor while sampling during the <vertical_phase_name> phase of the cycle.
CONFIG_SAMPLE05;n/a;n/a;CONFIG_<short_sensor_name><vertical_phase_name>DepthZone<N>SamplingPeriod_seconds;Sampling period for the depth zone #<N> of the <short_sensor_name> sensor while sampling during the <vertical_phase_name> phase of the cycle.
CONFIG_SAMPLE06;n/a;n/a;CONFIG_<short_sensor_name><vertical_phase_name>DepthZone<N>NumberOfSamples_NUMBER;Number of samples for the depth zone #<N> of the <short_sensor_name> sensor while sampling during the <vertical_phase_name> phase of the cycle.
