CONF_PARAM_DEC_ID;CONF_PARAM_MSG_ID;CONF_PARAM_MSG_LABEL;CONF_PARAM_NAME;CONF_PARAM_DESCRIPTION
610;251;Max salinity of CTD (mPSU);CONFIG_CtdMaxTransmittedSalinity_mpsu;Maximum value of transmitted Ctd salinity measurements (in milli-PSU).
613;251;Extrude acquisition during hydraulic pump activation;CONFIG_<short_sensor_name>IgnoreSamplesWhenPumpActive_LOGICAL;Ignore sample measurements acquired while the hydraulic pump is running. Values: Yes = 1, No = 0
614;251;ISA Mode;CONFIG_IceDetectionISAMode_NUMBER;Mode of the ISA ice detection algorithm (see float manual for details). For this firmware Mar 2018 the values are (0: not used, 1: algorithm based on temperature median value, 2: algorithm based on temperature median value and associated salinities)
615;251;ISA Start pressure (dbar);CONFIG_IceDetectionMixedLayerPMax_dbar;Maximum sampling pressure used by ice cover detection algorithm. i.e. start pressure threshold for the ice detection algorithm.
616;251;ISA Stop pressure (dbar);CONFIG_IceDetectionMixedLayerPMin_dbar;Minimum sampling pressure used by ice cover detection algorithm.
617;251;Median temperature (m°C);CONFIG_IceDetection_degC;Ice temperature in [degree Celsius/1e3] where profiles are aborted because of ice formation conditions
618;251;Median salinity (mPSU);CONFIG_AUX_IceDetectionSalinity_mpsu;Ice temperature in [degree Celsius/1e3] where profiles are aborted because of ice formation conditions
619;-1;Cut-off pressure of the ascent profile;CONFIG_CTDPumpStopPressurePlusThreshold_dbar;The sum of CONFIG_CTDPumpStopPressure_dbar plus a pressure threshold or overlap (Poverlap). For PROVOR floats, Poverlap is defined as follows:  Poverlap = bin_size/2 for PROVOR floats with software versions < 5816A00 and ARVOR floats with software versions < 5605A00. Poverlap = 0.5 dbar for PROVOR floats with software versions >= 5816A00 and ARVOR floats with software versions >=5605A00.
624;251;Min C1 phase of OPTODE (deg);CONFIG_OptodeMinTransmittedC1Phase_angularDeg;Minimum value of transmitted Optode C1 phase measurements (in degrees).
625;251;Max C1 phase of OPTODE (deg);CONFIG_OptodeMaxTransmittedC1Phase_angularDeg;Maximum value of transmitted Optode C1 phase measurements (in degrees).
626;251;Min C2 phase of OPTODE (deg);CONFIG_OptodeMinTransmittedC2Phase_angularDeg;Minimum value of transmitted Optode C2 phase measurements (in degrees).
627;251;Max C2 phase of OPTODE (deg);CONFIG_OptodeMaxTransmittedC2Phase_angularDeg;Maximum value of transmitted Optode C2 phase measurements (in degrees).
628;251;Min T° of OPTODE (m°C);CONFIG_OptodeMinTransmittedTemperature_mdegC;Minimum value of transmitted Optode temperature measurements (in milli-DegC).
629;251;Max T° of OPTODE (m°C);CONFIG_OptodeMaxTransmittedTemperature_mdegC;Maximum value of transmitted Optode temperature measurements (in milli-DegC).
635;251;Min irradiance 1 of OCR;CONFIG_OcrMinTransmittedDownIrr<I>_COUNT;Minimum value of transmitted Ocr <param> #<I> measurements (in counts).
636;251;Max irradiance 1 of OCR;CONFIG_OcrMaxTransmittedDownIrr<I>_COUNT;Maximum value of transmitted Ocr <param> #<I> measurements (in counts).
641;251;Min irradiance 4 of OCR;CONFIG_OcrMinTransmittedPar_COUNT;Minimum value of transmitted Ocr Photosynthetic Active Radiation measurements (in counts).
642;251;Max irradiance 4 of OCR;CONFIG_OcrMaxTransmittedPar_COUNT;Maximum value of transmitted Ocr Photosynthetic Active Radiation measurements (in counts).
648;251;Min scattering of ECO3 (counts);CONFIG_EcoMinTransmittedBeta_COUNT;Minimum value of transmitted <sensor short name> beta measurements (in counts).
649;251;Max scattering of ECO3 (counts);CONFIG_EcoMaxTransmittedBeta_COUNT;Minimum value of transmitted  <sensor short name> beta measurements (in counts).
650;251;Min CDOM of ECO3 (counts);CONFIG_EcoMinTransmittedCdomFluorescence_COUNT;Minimum value of transmitted <sensor short name> Fluorescence of <param> measurements (in counts).
651;251;Max CDOM of ECO3 (counts);CONFIG_EcoMaxTransmittedCdomFluorescence_COUNT;Minimum value of transmitted <sensor short name> Fluorescence of <param> measurements (in counts).
652;251;Min chlorophyll of ECO3 (counts);CONFIG_EcoMinTransmittedChlaFluorescence_COUNT;Minimum value of transmitted <sensor short name> Fluorescence of <param> measurements (in counts).
653;251;Max chlorophyll of ECO3 (counts);CONFIG_EcoMaxTransmittedChlaFluorescence_COUNT;Minimum value of transmitted <sensor short name> Fluorescence of <param> measurements (in counts).
659;251;Min chlorophyll of FLNTU;CONFIG_FlntuMinTransmittedChlaFluorescence_COUNT;Minimum value of transmitted <sensor short name> Fluorescence of <param> measurements (in counts).
660;251;Max chlorophyll of FLNTU;CONFIG_FlntuMaxTransmittedChlaFluorescence_COUNT;Minimum value of transmitted <sensor short name> Fluorescence of <param> measurements (in counts).
661;251;Min turbidity of FLNTU;CONFIG_FlntuMaxTransmittedTurbidity_COUNT;Maximum value of transmitted Flntu turbidity measurements (in counts).
662;251;Max turbidity of FLNTU;CONFIG_FlntuMinTransmittedTurbidity_COUNT;Minimum value of transmitted Flntu turbidity measurements (in counts).
688;251;Min VRS_PH of SEAFET;CONFIG_SfetMinTransmittedVrsPh_mV;Minimum value of transmitted Vrs_pH measurements (in milli volts).
689;251;Max VRS_PH of SEAFET;CONFIG_SfetMaxTransmittedVrsPh_mV;Maximum value of transmitted Vrs_pH measurements (in milli volts).
673;251;Min beam attenuation of CROVER;CONFIG_CroverMinTransmittedBeamAttenuation_m^-1 ;Minimum value of transmitted Crover beam attenuation measurements (in 1/m).
674;251;Max beam attenuation of CROVER;CONFIG_CroverMaxTransmittedBeamAttenuation_m^-1 ;Maximum value of transmitted Crover beam attenuation measurements (in 1/m).
680;251;"« APF Frame » transmission of SUNA (""nitrate concentration"" = 0, ""spectrum APF frame"" = 1)";CONFIG_SunaDataType_NUMBER;Type of transmitted data from te Suna sensor (0 : nitrate concentration, 1 : APF frame spectrum).
681;251;Min concentration of SUNA;CONFIG_SunaMinTransmittedNitrateConcentration_umol/L;Minimum value of transmitted Suna nitrate concentration measurements (in micro-Mol/L).
682;251;Max concentration of SUNA;CONFIG_SunaMaxTransmittedNitrateConcentration_umol/L;Maximum value of transmitted Suna nitrate concentration measurements (in micro-Mol/L).
100000;-1;Not in float user manual;CONFIG_VectorBoardShowModeOn_LOGICAL;Is the vector board show mode ON? (Yes/No).
100001;-1;Not in float user manual;CONFIG_SensorBoardShowModeOn_LOGICAL;Is the sensor board show mode ON? (Yes/No).
100002;-1;Not in float user manual;CONFIG_BitMaskMonthsIceDetectionActive_NUMBER;This parameter indicates for which months the ice detection algorithm is active. The bit mask is input as a 3 digit hexadecimal value in the mission file sent to the float. This parameter in the metadata file however is the decimal number of that hexadecimal value. For example for the Southern Hemisphere the default position is to have the ice detection algorithm active for all months except February. (The hexadecimal value in the mission file is 'FFD' and the number for the configuration parameter in the metafile would be 4093). The northern hemisphere default would be all months active except for August. In this case the hexadecimal value is 'F7F' and the number in the configuration parameter in the metafile would be 3967). 
100003;253;Vector firmware checksum;CONFIG_AUX_NUMBER_VectorBoardFirmwareChecksum_NUMBER;Checksum of the vector board firmware.
100004;253;Measure firmware checksum;CONFIG_AUX_NUMBER_SensorBoardFirmwareChecksum_NUMBER;Checksum of the sensor board firmware.
116003;-1;Not in float user manual;CONFIG_SunaApfFrameOutputPixelBegin_NUMBER;The Apf frame definition allows for a variable number of spectrometer pixels (also called channels) to be included in the frame. The two pixel values are configured indirectly via the wavelength range of the spectrum to be output (Suna Hardware Manual, section 4.2.3, input/output configuration parameters, data wavelength low/high.) The firmware converts the wavelength values to spectrometer pixels.
116004;-1;Not in float user manual;CONFIG_SunaApfFrameOutputPixelEnd_NUMBER;The Apf frame definition allows for a variable number of spectrometer pixels (also called channels) to be included in the frame. The two pixel values are configured indirectly via the wavelength range of the spectrum to be output (Suna Hardware Manual, section 4.2.3, input/output configuration parameters, data wavelength low/high.) The firmware converts the wavelength values to spectrometer pixels.
115001;-1;Not in float user manual;CONFIG_CroverInPumpedStream_LOGICAL;Bio Argo sensors can either be mounted separately to the Ctd or mounted within the Ctd pumped stream. Values: Yes = 1, No = 0
115006;-1;Not in float user manual;CONFIG_CroverBeamAttenuationWavelength_nm;Wavelength of Crover for  Beam attenuation measurements (in nanometer)
115000;-1;Not in float user manual;CONFIG_CroverVerticalPressureOffset_dbar;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure
113002;-1;Not in float user manual;CONFIG_EcoBetaAngle_angularDeg;Angle of Beta measurements  (in degrees) 
133011;-1;Not in float user manual;CONFIG_EcoBetaBandwidth1_nm;Bandwidth of EcoBeta  #1measurements (in nanometer).
133010;-1;Not in float user manual;CONFIG_EcoBetaWavelength1_nm;Wavelength of Eco Beta  #1 measurements (in nanometer).
123103;-1;Not in float user manual;CONFIG_EcoCdomFluorescenceEmissionBandwidth_nm;Bandwidth of Eco for emission of Cdom fluorescence measurements (in nanometer)
123101;-1;Not in float user manual;CONFIG_EcoCdomFluorescenceEmissionWavelength_nm;Wavelength of Eco for emission of Cdom fluorescence measurements (in nanometer)
123102;-1;Not in float user manual;CONFIG_EcoCdomFluorescenceExcitationBandwidth_nm;Bandwidth of Eco for excitation of Cdom fluorescence measurements (in nanometer)
123100;-1;Not in float user manual;CONFIG_EcoCdomFluorescenceExcitationWavelength_nm;Wavelength of Eco for excitation of Cdom fluorescence measurements (in nanometer)
123003;-1;Not in float user manual;CONFIG_EcoChlaFluorescenceEmissionBandwidth_nm;Bandwidth of Eco for emission of Chla fluorescence measurements (in nanometer)
123001;-1;Not in float user manual;CONFIG_EcoChlaFluorescenceEmissionWavelength_nm;Wavelength of Eco for emission of Chla fluorescence measurements (in nanometer)
123002;-1;Not in float user manual;CONFIG_EcoChlaFluorescenceExcitationBandwidth_nm;Bandwidth of Eco for excitation of Chla fluorescence measurements (in nanometer)
123000;-1;Not in float user manual;CONFIG_EcoChlaFluorescenceExcitationWavelength_nm;Wavelength of Eco for excitation of Chla fluorescence measurements (in nanometer)
113000;-1;Not in float user manual;CONFIG_EcoVerticalPressureOffset_dbar;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure
132013;-1;Not in float user manual;CONFIG_OcrDownIrrBandwidth1_nm;Bandwidth of Ocr DownIrr #1 measurements (in nanometer).
132023;-1;Not in float user manual;CONFIG_OcrDownIrrBandwidth2_nm;Bandwidth of Ocr DownIrr #2 measurements (in nanometer).
132033;-1;Not in float user manual;CONFIG_OcrDownIrrBandwidth3_nm;Bandwidth of Ocr DownIrr #3 measurements (in nanometer).
132012;-1;Not in float user manual;CONFIG_OcrDownIrrWavelength1_nm;Wavelength of Ocr DownIrr #1measurements (in nanometer).
132022;-1;Not in float user manual;CONFIG_OcrDownIrrWavelength2_nm;Wavelength of Ocr DownIrr #2 measurements (in nanometer).
132032;-1;Not in float user manual;CONFIG_OcrDownIrrWavelength3_nm;Wavelength of Ocr DownIrr #3 measurements (in nanometer).
112000;-1;Not in float user manual;CONFIG_OcrVerticalPressureOffset_dbar;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure
111000;-1;Not in float user manual;CONFIG_OptodeVerticalPressureOffset_dbar;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure
111007;-1;Not in float user manual;CONFIG_OptodeMeasurementsInAir_LOGICAL;Sensors can be mounted on a stick to perform measurements in Air. Values: Yes = 1, No = 0
111008;-1;Not in float user manual;CONFIG_OptodeTimePressureOffset_seconds;Time interval between  optode and pressure measurements due to the fact that the optode answer is not simultaneous with the CTD/pressure answer
116000;-1;Not in float user manual;CONFIG_SunaVerticalPressureOffset_dbar;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure
116005;-1;Not in float user manual;CONFIG_SunaWithScoop_LOGICAL;Suna with scoop which redirects flow through Suna optics
114000;-1;Not in float user manual;CONFIG_SfetVerticalPressureOffset_dbar;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure
