CONF_PARAM_DEC_ID;CONF_PARAM_MSG_ID;CONF_PARAM_MSG_LABEL;CONF_PARAM_NAME;CONF_PARAM_DESCRIPTION
210;254;First threshold of the buoyancy reduction phase (in dbars). From the surface to this first threshold, the float performs one initial valve action (of a computed duration) and N1 additional valve actions (of fixed durations) until the crossing of this first threshold.;CONFIG_BuoyancyReductionFirstThreshold_dbar;First threshold of the buoyancy reduction phase (in dbars). From the surface to this first threshold, the float performs one initial valve action (of a computed duration) and N1 additional valve actions (of fixed durations) until the crossing of this first threshold.
211;254;Second threshold of the buoyancy reduction phase (in dbars). From the first threshold to this second threshold, the float performs N2 additional valve actions (of computed durations) until the crossing of this second threshold. The descent to park phase starts at the crossing of this second threshold.;CONFIG_BuoyancyReductionSecondThreshold_dbar;Second threshold of the buoyancy reduction phase (in dbars). From the first threshold to this second threshold, the float performs N2 additional valve actions (of computed durations) until the crossing of this second threshold. The descent to park phase starts at the crossing of this second threshold.
212;254;Number of consecutive pressure measurements outside the target pressure interval before performing a drift readjustment.;CONFIG_NumberOfOutOfTolerancePresBeforeReposition_COUNT;Number of consecutive pressure measurements outside the target pressure interval before performing a drift readjustment.
213;254;Action performed by the float when a grounding is detected. 0: the float changes its drift pressure, 1: the float stays on the seabed until the next phase of the cycle.;CONFIG_GroundingMode_LOGICAL;Action performed by the float when a grounding is detected. 0: the float changes its drift pressure, 1: the float stays on the seabed until the next phase of the cycle.
214;254;This information is a threshold used to detect a grounding of the float. If there is no vertical motion after having tranfered CONFIG_OilVolumeMinForGroundingDetection_cm^3 through the valve, the gounded flag is activated and the float acts as configurated by the CONFIG_GroundingMode_LOGICAL parameter.So, yes it is a configuration parameter (and I can easily understand that it can be modified via remote control since some PROVOR floats have experienced erroneous grounding detection (under study but perhaps due to in-situ conditions).;CONFIG_OilVolumeMinForGroundingDetection_cm^3;This information is a threshold used to detect a grounding of the float. If there is no vertical motion after having tranfered CONFIG_OilVolumeMinForGroundingDetection_cm^3 through the valve, the gounded flag is activated and the float acts as configurated by the CONFIG_GroundingMode_LOGICAL parameter.So, yes it is a configuration parameter (and I can easily understand that it can be modified via remote control since some PROVOR floats have experienced erroneous grounding detection (under study but perhaps due to in-situ conditions).
215;254;If in grounding mode 0, the float changes its drift pressure only if its current pressure is greater than this value.;CONFIG_GroundingModeMinPresThreshold_dbar;If in grounding mode 0, the float changes its drift pressure only if its current pressure is greater than this value.
216;254;If in grounding mode 0, the float changes its drift pressure to its programmed one minus this value only if its current pressure is greater than this value.;CONFIG_GroundingModePresAdjustment_dbar;If in grounding mode 0, the float changes its drift pressure to its programmed one minus this value only if its current pressure is greater than this value.
217;254;Defines the target pressure interval for float drift at parking or profile depth (in dbars).;CONFIG_PressureTargetToleranceDuringDrift_dbar;Defines the target pressure interval for float drift at parking or profile depth (in dbars).
218;254;Descent speed during downcast in mm/s (can be used to estimate the time to descent from parking pressure to profile pressure);CONFIG_DescentSpeed_mm/s;Descent speed during downcast in mm/s (can be used to estimate the time to descent from parking pressure to profile pressure)
221;254;Float minimum ascent speed before activating the pump (in mm/second).;CONFIG_AscentSpeedMin_mm/s;Float minimum ascent speed before activating the pump (in mm/second).
222;254;ascent speed during upcast in mm/s or cm/s (can be used to estimate the profile duration);CONFIG_AscentSpeed_mm/s;ascent speed during upcast in mm/s or cm/s (can be used to estimate the profile duration)
226;254;First coefficient used to compute float internal pressure in mBars from sensor counts.;CONFIG_InternalPressureCalibrationCoef1_NUMBER;First coefficient used to compute float internal pressure in mBars from sensor counts.
227;254;Second coefficient used to compute float internal pressure in mBars from sensor counts.;CONFIG_InternalPressureCalibrationCoef2_NUMBER;Second coefficient used to compute float internal pressure in mBars from sensor counts.
300;255;Number of sub-cycles performs by the float during one float cycle.;CONFIG_NumberOfSubCycles_NUMBER;Number of sub-cycles performs by the float during one float cycle.
301;255;Float waiting period before the first cycle of its mission (in minutes).;CONFIG_DelayBeforeMissionStart_minutes;Float waiting period before the first cycle of its mission (in minutes).
302;255;Profiler configuration - Reference day, for PROVOR and ARVOR floats this is: The day number on which the first profile is to be made. The day when the mission starts is zero.;CONFIG_FloatReferenceDay_FloatDay;Profiler configuration - Reference day, for PROVOR and ARVOR floats this is: The day number on which the first profile is to be made. The day when the mission starts is zero.
303;255;Day of the float surfacing;CONFIG_SurfaceDay_FloatDay;Day of the float surfacing
304;255;Hour of the float surfacing;CONFIG_SurfaceTime_HH;Hour of the float surfacing
305;255;park pressure - this may change if the float is reprogrammed and must be reported in the mission configuration settings;CONFIG_ParkPressure_dbar;park pressure - this may change if the float is reprogrammed and must be reported in the mission configuration settings
306;255;profile pressure - this may change if the float is reprogrammed and must be reported in the mission configuration settings;CONFIG_ProfilePressure_dbar;profile pressure - this may change if the float is reprogrammed and must be reported in the mission configuration settings
307;255;The float performs a telemetry transmission at the end of the cycle (Yes=1/No=0).;CONFIG_TransmissionEndCycle_LOGICAL;The float performs a telemetry transmission at the end of the cycle (Yes=1/No=0).
400;255;Number of internal cycles. Note that the sub-cycle (i.e. final Argo cycle) durations are not really defined they are deduced from CONFIG_SurfaceDay_FloatDay and CONFIG_SurfaceTime_HH).;CONFIG_NumberOfInternalCycles_COUNT;Number of internal cycles. Note that the sub-cycle (i.e. final Argo cycle) durations are not really defined they are deduced from CONFIG_SurfaceDay_FloatDay and CONFIG_SurfaceTime_HH).
401;255;Period of the Iridium transmission when in End Of Life mode (in minutes).;CONFIG_TransmissionPeriodEndOfLife_minutes;Period of the Iridium transmission when in End Of Life mode (in minutes).
402;255;Delay before a second Iridium session performed by the float just before diving for a new cycle (in minutes).;CONFIG_TelemetryRepeatSessionDelay_minutes;Delay before a second Iridium session performed by the float just before diving for a new cycle (in minutes).
403;255;Internal cycle duration #<D> (in hours). (D is a number denoting the internal cycle label);CONFIG_InternalCycleTime<D>_hours;Internal cycle duration #<D> (in hours). (D is a number denoting the internal cycle label)
404;255;Last day to use float cycle duration #<D> (in gregorian day). (D is a number denoting the internal cycle label);CONFIG_InternalCycle<D>LastGregDay_DD;Last day to use float cycle duration #<D> (in gregorian day). (D is a number denoting the internal cycle label)
405;255;Last month to use float cycle duration #<D> (in gregorian month). (D is a number denoting the internal cycle label);CONFIG_InternalCycle<D>LastGregMonth_MM;Last month to use float cycle duration #<D> (in gregorian month). (D is a number denoting the internal cycle label)
406;255;Last year to use float cycle duration #<D> (in gregorian year, two digits). (D is a number denoting the internal cycle label);CONFIG_InternalCycle<D>LastGregYear_YYYY;Last year to use float cycle duration #<D> (in gregorian year, two digits). (D is a number denoting the internal cycle label)
407;255;For APEX and ARVOR floats this is the total duration of one cycle, usually 240 hours (10 days). For SOLO floats this is the total duration of one cycle, assuming that all float operations reach their full time-out intervals before moving to the next float stage. Typically the actual cycle time will be shorter than this value.;CONFIG_CycleTime_hours;For APEX and ARVOR floats this is the total duration of one cycle, usually 240 hours (10 days). For SOLO floats this is the total duration of one cycle, assuming that all float operations reach their full time-out intervals before moving to the next float stage. Typically the actual cycle time will be shorter than this value.
500;251;Sampling period of the <short sensor name> during the descent to parking pressure in the depth zone #<N> (in seconds).;CONFIG_<short sensor name>DepthZone<N>DescentToParkPresSamplingPeriod_seconds;Sampling period of the <short sensor name> during the descent to parking pressure in the depth zone #<N> (in seconds).
501;251;Sampling period of the <short sensor name> during the drift at parking pressure in the depth zone #<N> (in minutes).;CONFIG_<short sensor name>DepthZone<N>DriftAtParkPresSamplingPeriod_minutes;Sampling period of the <short sensor name> during the drift at parking pressure in the depth zone #<N> (in minutes).
502;251;Sampling period of the <short sensor name> during the descent to profile pressure in the depth zone #<N> (in seconds).;CONFIG_<short sensor name>DepthZone<N>DescentToProfilePresSamplingPeriod_seconds;Sampling period of the <short sensor name> during the descent to profile pressure in the depth zone #<N> (in seconds).
503;251;Sampling period of the <short sensor name> during the drift at profile pressure in the depth zone #<N> (in minutes).;CONFIG_<short sensor name>DepthZone<N>DriftAtProfilePresSamplingPeriod_minutes;Sampling period of the <short sensor name> during the drift at profile pressure in the depth zone #<N> (in minutes).
504;251;Sampling period of the <short sensor name> during the ascending profile in the depth zone #<N> (in seconds).;CONFIG_<short sensor name>DepthZone<N>AscentSamplingPeriod_seconds;Sampling period of the <short sensor name> during the ascending profile in the depth zone #<N> (in seconds).
505;251;Power acquisition mode of the <short sensor name> in the depth zone #<N> (0 : none, 2 : pulsed, 3 : continuous).;CONFIG_<short sensor name>DepthZone<N>PowerAcquisitionMode_NUMBER;Power acquisition mode of the <short sensor name> in the depth zone #<N> (0 : none, 2 : pulsed, 3 : continuous).
506;251;Data processing output of the <short sensor name> in the depth zone #<N> (0 : raw, 1 : average, 7 : average/median/standard deviation).;CONFIG_<short sensor name>DepthZone<N>DataProcessingMode_NUMBER;Data processing output of the <short sensor name> in the depth zone #<N> (0 : raw, 1 : average, 7 : average/median/standard deviation).
508;251;Slices thickness for <short sensor name> in the depth zone #<N> (in dbars).;CONFIG_<short sensor name>DepthZone<N>SlicesThickness_dbar;Slices thickness for <short sensor name> in the depth zone #<N> (in dbars).
509;251;Threshold between depth zone #N and depth zone #N+1 for <short sensor name>  (in dbars).;CONFIG_<short sensor name>DepthZone<N>DepthZone<N+1>PressureThreshold_dbar;Threshold between depth zone #N and depth zone #N+1 for <short sensor name>  (in dbars).
600;251;Time, needed after the <short sensor name> is powered ON, to provide its first sample (in milli-seconds).;CONFIG_<short sensor name>WarmUpTime_msec;Time, needed after the <short sensor name> is powered ON, to provide its first sample (in milli-seconds).
601;251;Minimum waiting time needed by the <short sensor name> between a switch OFF and a switch ON (in milli-seconds).;CONFIG_<short sensor name>PowerSwitchDelayMin_msec;Minimum waiting time needed by the <short sensor name> between a switch OFF and a switch ON (in milli-seconds).
602;251;Rank of the first valid sample provided by the <short sensor name> (0 is the rank of the first sample).;CONFIG_<short sensor name>FirstValidSample_NUMBER;Rank of the first valid sample provided by the <short sensor name> (0 is the rank of the first sample).
604;251;The pressure at which the CTD pump is switched off.  As the float ascends, the code looks at the pressure and if <= CONFIG_CTDPumpStopPressure, the CTD is turned off. CTDPumpStopPressure is a firmware threshold and as such, data may continue to be collected for a limited span after the threshold is recognized. Especially in floats that return high resolution discrete data, there might be data collected shallower than the cut off, due to the discrete nature of the pressure data and also due to the time necessary for the firmware to turn off the CTD once the pressure threshold is reached. For example for SOLOII floats the CTD is switched off at 1dbar, and typically the shallowest data is from 0.5 to 0.8 dbar. This shallow data should be carefully assessed for its validity.;CONFIG_CTDPumpStopPressure_dbar;The pressure at which the CTD pump is switched off.  As the float ascends, the code looks at the pressure and if <= CONFIG_CTDPumpStopPressure, the CTD is turned off. CTDPumpStopPressure is a firmware threshold and as such, data may continue to be collected for a limited span after the threshold is recognized. Especially in floats that return high resolution discrete data, there might be data collected shallower than the cut off, due to the discrete nature of the pressure data and also due to the time necessary for the firmware to turn off the CTD once the pressure threshold is reached. For example for SOLOII floats the CTD is switched off at 1dbar, and typically the shallowest data is from 0.5 to 0.8 dbar. This shallow data should be carefully assessed for its validity.
605;251;Minimum value of transmitted Ctd pressure measurements (in dbars).;CONFIG_CtdMinTransmittedPressure_dbar;Minimum value of transmitted Ctd pressure measurements (in dbars).
606;251;Maximum value of transmitted Ctd pressure measurements (in dbars).;CONFIG_CtdMaxTransmittedPressure_dbar;Maximum value of transmitted Ctd pressure measurements (in dbars).
607;251;Minimum value of transmitted Ctd temperature measurements (in milli-DegC).;CONFIG_CtdMinTransmittedTemperature_mdegC;Minimum value of transmitted Ctd temperature measurements (in milli-DegC).
608;251;Maximum value of transmitted Ctd temperature measurements (in milli-DegC).;CONFIG_CtdMaxTransmittedTemperature_mdegC;Maximum value of transmitted Ctd temperature measurements (in milli-DegC).
609;251;Minimum value of transmitted Ctd salinity measurements (in milli-PSU).;CONFIG_CtdMinTransmittedSalinity_mpsu;Minimum value of transmitted Ctd salinity measurements (in milli-PSU).
610;251;Maximum value of transmitted Ctd salinity measurements (in milli-PSU).;CONFIG_CtdMaxTransmittedSalinity_mpsu;Maximum value of transmitted Ctd salinity measurements (in milli-PSU).
613;251;Ignore sample measurements acquired while the hydraulic pump is running (Yes=1/No=0). ;CONFIG_CtdIgnoreSamplesWhenPumpActive_LOGICAL;Ignore sample measurements acquired while the hydraulic pump is running (Yes=1/No=0). 
614;251;Reset the surface pressure offset value when the float is at the surface (Yes=1/No=0);CONFIG_PressureOffsetResetAtSurface_LOGICAL;Reset the surface pressure offset value when the float is at the surface (Yes=1/No=0)
615;-1;The sum of CONFIG_CTDPumpStopPressure_dbar plus a pressure threshold or overlap (Poverlap). For PROVOR floats, Poverlap is defined as follows:  Poverlap = bin_size/2 for PROVOR floats with software versions < 5816A00 and ARVOR floats with software versions < 5605A00. Poverlap = 0.5 dbar for PROVOR floats with software versions >= 5816A00 and ARVOR floats with software versions >=5605A00.;CONFIG_CTDPumpStopPressurePlusThreshold_dbar;The sum of CONFIG_CTDPumpStopPressure_dbar plus a pressure threshold or overlap (Poverlap). For PROVOR floats, Poverlap is defined as follows:  Poverlap = bin_size/2 for PROVOR floats with software versions < 5816A00 and ARVOR floats with software versions < 5605A00. Poverlap = 0.5 dbar for PROVOR floats with software versions >= 5816A00 and ARVOR floats with software versions >=5605A00.
620;251;Minimum value of transmitted Optode D phase measurements (in degrees).;CONFIG_OptodeMinTransmittedDPhase_angularDeg;Minimum value of transmitted Optode D phase measurements (in degrees).
621;251;Maximum value of transmitted Optode D phase measurements (in degrees).;CONFIG_OptodeMaxTransmittedDPhase_angularDeg;Maximum value of transmitted Optode D phase measurements (in degrees).
624;251;Minimum value of transmitted Optode temperature measurements (in milli-DegC).;CONFIG_OptodeMinTransmittedTemperature_mdegC;Minimum value of transmitted Optode temperature measurements (in milli-DegC).
625;251;Maximum value of transmitted Optode temperature measurements (in milli-DegC).;CONFIG_OptodeMaxTransmittedTemperature_mdegC;Maximum value of transmitted Optode temperature measurements (in milli-DegC).
626;251;Ignore sample measurements acquired while the hydraulic pump is running (Yes=1/No=0). ;CONFIG_OptodeIgnoreSamplesWhenPumpActive_LOGICAL;Ignore sample measurements acquired while the hydraulic pump is running (Yes=1/No=0). 
631;251;Minimum value of transmitted <sensor short name> Fluorescence of <param> measurements (in counts).;CONFIG_FlntuMinTransmittedChlaFluorescence_COUNT;Minimum value of transmitted <sensor short name> Fluorescence of <param> measurements (in counts).
632;251;Minimum value of transmitted <sensor short name> Fluorescence of <param> measurements (in counts).;CONFIG_FlntuMaxTransmittedChlaFluorescence_COUNT;Minimum value of transmitted <sensor short name> Fluorescence of <param> measurements (in counts).
633;251;Maximum value of transmitted Flntu turbidity measurements (in counts).;CONFIG_FlntuMaxTransmittedTurbidity_COUNT;Maximum value of transmitted Flntu turbidity measurements (in counts).
634;251;Minimum value of transmitted Flntu turbidity measurements (in counts).;CONFIG_FlntuMinTransmittedTurbidity_COUNT;Minimum value of transmitted Flntu turbidity measurements (in counts).
639;251;Ignore sample measurements acquired while the hydraulic pump is running (Yes=1/No=0). ;CONFIG_FlntuIgnoreSamplesWhenPumpActive_LOGICAL;Ignore sample measurements acquired while the hydraulic pump is running (Yes=1/No=0). 
100000;-1;Is the vector board show mode ON? (Yes/No).;CONFIG_VectorBoardShowModeOn_LOGICAL;Is the vector board show mode ON? (Yes/No).
100001;-1;Is the sensor board show mode ON? (Yes/No).;CONFIG_SensorBoardShowModeOn_LOGICAL;Is the sensor board show mode ON? (Yes/No).
111000;-1;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure;CONFIG_OptodeVerticalPressureOffset_dbar;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure
111007;-1;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure;CONFIG_OptodeMeasurementsInAir_LOGICAL;Sensors can be mounted on a stick to perform measurements in Air. Values: Yes = 1, No = 0
111008;-1;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure;CONFIG_OptodeTimePressureOffset_seconds;Time interval between  optode and pressure measurements due to the fact that the optode answer is not simultaneous with the CTD/pressure answer
114000;-1;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure;CONFIG_FlntuVerticalPressureOffset_dbar;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure
124000;-1;Wavelength of Flntu for excitation of Chla fluorescence measurements (in nanometer);CONFIG_FlntuChlaFluorescenceExcitationWavelength_nm;Wavelength of Flntu for excitation of Chla fluorescence measurements (in nanometer)
124001;-1;Wavelength of Flntu for emission of Chla fluorescence measurements (in nanometer);CONFIG_FlntuChlaFluorescenceEmissionWavelength_nm;Wavelength of Flntu for emission of Chla fluorescence measurements (in nanometer)
124002;-1;Bandwidth of Flntu for excitation of Chla fluorescence measurements (in nanometer);CONFIG_FlntuChlaFluorescenceExcitationBandwidth_nm;Bandwidth of Flntu for excitation of Chla fluorescence measurements (in nanometer)
124003;-1;Bandwidth of Flntu for emission of Chla fluorescence measurements (in nanometer);CONFIG_FlntuChlaFluorescenceEmissionBandwidth_nm;Bandwidth of Flntu for emission of Chla fluorescence measurements (in nanometer)
124204;-1;Wavelength of Flntu  for Turbidity  measurements (in nanometer);CONFIG_FlntuTurbidityWavelength_nm;Wavelength of Flntu  for Turbidity  measurements (in nanometer)
