CONF_PARAM_DEC_ID;CONF_PARAM_LABEL;CONF_PARAM_DEFINITION;CONF_PARAM_NAME;CONF_PARAM_DESCRIPTION
CONFIG_LD;n/a;"If set to ""on,"" the float will transition to the Emergency mode upon detection of an internal water leak. If set to ""off,"" the float will only log the condition to the system_log.txt file.";CONFIG_EmergencyModeWaterLeakDetection_LOGICAL;"If set to ""yes"", the float will transition to the Emergency mode upon detection of an internal water leak. If set to ""no"", the float will only log the condition to the system_log.txt file."
CONFIG_DEBUG;n/a;The verbosity level of the system_log.txt file entries transmitted over the Iridium satellite network. It corresponds to the second field of the file entries which is the priority.;CONFIG_LoggingVerbosity_NUMBER;Logging verbosity is an integer (values in range [0,4] for these floats) describing the parameters to be output. An integer in the range [0,4] that determines the logging verbosity with lower values producing more terse logging. A verbosity of 2 yields standard logging.
CONFIG_PACT;n/a;The piston position in counts that will cause the float to descend below its specified pressure activation depth as determined by MActivationPressure when it is deployed.;CONFIG_PistonPositionPressureActivation_COUNT;preset piston position for pressure activation
CONFIG_MAP;n/a;The minimum pressure in decibars at which the float goes into Mission mode. It determines the float’s pressure activation depth. The float checks for this pressure periodically at the rate specified by IdleTimerInterval.;CONFIG_PressureActivation_dbar;depth at which float is set to pressure activate
CONFIG_MBC;n/a;The minimum allowable buoyancy position in counts, overriding any other count setting. This configuration parameter prevents the movement of oil from the oil compartment of the bladder into the oil reservoir at the specified count to manage the maximum depth of a descent. In general MinBuoyancyCount should be set less than the DeepDescentCount.;CONFIG_BuoyancyMinimum_COUNT;The minimum allowable buoyancy position in counts, overriding any other count setting. This configuration parameter prevents the movement of oil from the oil compartment of the bladder into the oil reservoir at the specified count to manage the maximum depth of a descent. In general CONFIG_BuoyancyMinimum_COUNT should be set less than the CONFIG_PistonProfile_COUNT.
CONFIG_OK;n/a;The minimum internal vacuum pressure required inside the housing. It applies only to the self test component of the Mission Prelude phase. Should the actual housing pressure exceed this value, the self test will fail.;CONFIG_OkVacuum_dbar;Internal vacuum threshold (counts).
CONFIG_PBN;n/a;The number of counts to change the piston position from its current position in the direction that will bring the float closer to the Park depth. It is applied after three successive pressure samples that are outside the dead band specified by ParkDeadband.;CONFIG_BuoyancyNudgeToPark_COUNT;The number of counts to change the piston position from its current position in the direction that will bring the float closer to the Park depth. It is applied after three successive pressure samples that are outside the dead band specified by CONFIG_PressureTargetToleranceDuringDrift_dbar.
CONFIG_PDB;n/a;The maximum pressure difference in decibars between the actual pressure and ParkPressure. When exceeded, the piston position is adjusted by ParkBuoyancyNudge to move the float towards the Park depth.;CONFIG_PressureTargetToleranceDuringDrift_dbar;Defines the target pressure interval for float drift at parking or profile depth (in dbars).
CONFIG_PPP;n/a;The piston position in counts that will cause the float to descend to its Park depth. This configuration parameter is dynamically updated during the Park phase of each profiling cycle in accordance with ParkBuoyancyNudge of the Park phase and is applied during the next profiling cycle.;CONFIG_PistonPark_COUNT;preset park piston position, in counts   
CONFIG_PDP;n/a;The amount of time in minutes allowed for the float to leave the surface and to reach its Park depth. Should the float not reach its Park depth in this period, it will transition to the Park phase.;CONFIG_DescentToParkTimeOut_minutes;maximum time a float will try to reach its target depth (park) before aborting this step
CONFIG_PDTI;n/a;The interval in seconds between float samples of the pressure to determine if the Park depth has been reached. The pressure is recorded to the science_log.bin file.;CONFIG_PressureCheckTimeDescentToParkingDepth_seconds;The interval in seconds between float samples of the pressure to determine if the Park depth has been reached.
CONFIG_PRKP;n/a;The pressure in decibars associated with the Park depth.;CONFIG_ParkPressure_dbar;park pressure - this may change if the float is reprogrammed and must be reported in the mission configuration settings
CONFIG_PTI;n/a;The interval in seconds between float samples of the pressure to determine if the pressure is within the dead band specified by ParkDeadband. It is also the interval at which the sensor specified in a sample.cfg entry for the Park phase is sampled.;CONFIG_PressureCheckTimeParking_seconds;Period of the pressure checks during the float drift at park or profile depth.
CONFIG_N;n/a;"The number of descents the float will make to the Park depth before a descent to the Profile depth. If DeepProfileFirst is ""on,"" then DeepProfileFirst will run before PnPCycleLen applies.";CONFIG_ParkAndProfileCycleCounter_COUNT;The number of profiles performed from Park depth before a deep profile is done.
CONFIG_PST;n/a;"If set to ""on,"" the float will transition to the Park Descent phase at the end of the period determined by PreludeTime only if the self test passes. If the self test fails, the float will go into Emergency mode. If set to ""off,"" the float will transition to the Park Descent phase whether or not the self test passes. In addition, the test results, pass or fail, will be logged to the system_log.txt file.";CONFIG_MissionPreludeAutoTest_LOGICAL;"If set to ""yes"", the float will transition to the Park Descent phase at the end of the period determined by CONFIG_MissionPreludeTime_hours only if the self test passes. If the self test fails, the float will go into Emergency mode. If set to ""no"", the float will transition to the Park Descent phase whether or not the self test passes. In addition, the test results, pass or fail, will be logged to the system_log.txt file."
CONFIG_PRE;n/a;"The amount of time in minutes the float will remain in the Mission Prelude phase before transitioning to the Park Descent phase. The float will transition to the Park Descent phase only at the end of this period and only if the self test passes or PreludeSelfTest is set to ""off.""";CONFIG_MissionPreludeTime_minutes;This is the duration the float transmits test messages for (from start up) before the first dive. It’s crucial in calculating the time of the first descent.
CONFIG_SPSPC;n/a;The pressure in decibars added to the most recently measured pressure at the surface, the sum of which is the pressure at which the conductivity, temperature and pressure sampling stops for a pumped type CTD. It is also the pressure at which the Surface phase begins.;CONFIG_CTDPumpStopPressureOffset_dbar;The pressure in decibars added to the most recently measured pressure at the surface, the sum of which is the pressure at which the conductivity, temperature and pressure sampling stops for a pumped type CTD. It is also the pressure at which the Surface phase begins.
CONFIG_REP;n/a;The interval in seconds between which the float attempts to communicate over the Iridium satellite network, or if in Recovery mode, the interval in seconds between which the float transmits its position and log files and downloads new mission and sample configuration parameters. The float continues the attempts until it succeeds or until the end of the period specified by UpTime of the Ascent phase, after which a new Descent phase begins.;CONFIG_TransmissionRepetitionPeriod_seconds;transmission repetition rate, metadata for most floats - may be variable for two-way communication
CONFIG_UP;n/a;The allocated time in minutes for the float to leave the Profile depth, reach the surface and complete the Surface phase. The difference in the setting of this configuration parameter and the actual ascent time determines the maximum amount of time at the surface.;CONFIG_UpTime_minutes;preset duration of the 'up' time (start of ascent to start of descent) - changed from : CONFIG_UpTimeInterval_hours and CONFIG_UpTimeOut
CONFIG_VM;n/a;No information;CONFIG_AUX_VitalsMask_NUMBER;Currently only used by engineering to configure the amount of information reported in the vitals_log (contact Teledyne Webb Research for assistance).
CONFIG_TBP;n/a;The maximum pressure in decibars to which the air bladder will inflate. The air pump will shut off if the air bladder pressure reaches this value.;CONFIG_PressureBladderMax_dbar;maximum air bladder pressure setting - units could be COUNT
CONFIG_FRET;n/a;The minimum piston position in counts. The buoyancy pump will shut off if the piston position reaches this minimum value.;CONFIG_PistonFullRetraction_COUNT;n/a
CONFIG_FEXT;n/a;The maximum piston position in counts. The buoyancy pump will shut off if the piston position reaches this maximum value.;CONFIG_PistonFullExtension_COUNT;n/a
CONFIG_COP;n/a;Cutoff pressure of the CTD pump.;CONFIG_CTDPumpStopPressure_dbar;The pressure at which the CTD pump is switched off.  As the float ascends, the code looks at the pressure and if <= CONFIG_CTDPumpStopPressure, the CTD is turned off. CTDPumpStopPressure is a firmware threshold and as such, data may continue to be collected for a limited span after the threshold is recognized. Especially in floats that return high resolution discrete data, there might be data collected shallower than the cut off, due to the discrete nature of the pressure data and also due to the time necessary for the firmware to turn off the CTD once the pressure threshold is reached. For example for SOLOII floats the CTD is switched off at 1dbar, and typically the shallowest data is from 0.5 to 0.8 dbar. This shallow data should be carefully assessed for its validity.
CONFIG_SAMPLE01;n/a;n/a;CONFIG_<short_sensor_name><vertical_phase_name>NumberOfDepthZone_NUMBER;Number of depth zones defined for the <short_sensor_name> sensor while sampling during the <vertical_phase_name> phase of the cycle.
CONFIG_SAMPLE02;n/a;n/a;CONFIG_<short_sensor_name><vertical_phase_name>DepthZone<N>StartPres_dbar;Start pressure to define the depth zone  #<N> of the <short_sensor_name> sensor while sampling during the <vertical_phase_name> phase of the cycle.
CONFIG_SAMPLE03;n/a;n/a;CONFIG_<short_sensor_name><vertical_phase_name>DepthZone<N>StopPres_dbar;Stop pressure to define the depth zone #<N> of the <short_sensor_name> sensor while sampling during the <vertical_phase_name> phase of the cycle.
CONFIG_SAMPLE04;n/a;n/a;CONFIG_<short_sensor_name><vertical_phase_name>DepthZone<N>SamplingPeriod_dbar;Sampling period for the depth zone #<N> of the <short_sensor_name> sensor while sampling during the <vertical_phase_name> phase of the cycle.
CONFIG_SAMPLE05;n/a;n/a;CONFIG_<short_sensor_name><vertical_phase_name>DepthZone<N>SamplingPeriod_seconds;Sampling period for the depth zone #<N> of the <short_sensor_name> sensor while sampling during the <vertical_phase_name> phase of the cycle.
CONFIG_SAMPLE06;n/a;n/a;CONFIG_<short_sensor_name><vertical_phase_name>DepthZone<N>NumberOfSamples_NUMBER;Number of samples for the depth zone #<N> of the <short_sensor_name> sensor while sampling during the <vertical_phase_name> phase of the cycle.
CONFIG_PROFILE01;n/a;n/a;CONFIG_<short_sensor_name>CpAscentPhaseNumberOfDepthZone_NUMBER;Number of ascent depth zones defined for the <short_sensor_name> sensor used in continuous profiling mode.
CONFIG_PROFILE02;n/a;n/a;CONFIG_<short_sensor_name>CpAscentPhaseDepthZone<N>StartPres_dbar;Start pressure to define the ascent depth zone  #<N> of the <short_sensor_name> sensor used in continuous profiling mode.
CONFIG_PROFILE03;n/a;n/a;CONFIG_<short_sensor_name>CpAscentPhaseDepthZone<N>StopPres_dbar;Stop pressure to define the ascent depth zone  #<N> of the <short_sensor_name> sensor used in continuous profiling mode.
CONFIG_PROFILE04;n/a;n/a;CONFIG_<short_sensor_name>CpAscentPhaseDepthZone<N>SlicesThickness_dbar;Slices thicknes of the ascent depth zone  #<N> of the <short_sensor_name> sensor used in continuous profiling mode.
CONFIG_PROFILE05;n/a;n/a;CONFIG_<short_sensor_name>CpAscentPhaseDepthZone<N>SampleRate_hertz;Sample rate for the ascent depth zone  #<N> of the <short_sensor_name> sensor used in continuous profiling mode.
CONFIG_PROFILE06;n/a;n/a;CONFIG_<short_sensor_name>CpAscentPhaseDepthZone<N>SamplingPeriod_seconds;Sampling period for the ascent depth zone  #<N> of the <short_sensor_name> sensor used in continuous profiling mode.
CONFIG_MEASURE01;n/a;n/a;CONFIG_<short_sensor_name>InAirMeasurementNumberOfSamples_NUMBER;"Number of measurements sampled before and after inflating the air bladder for the <short_sensor_name> sensor during the ""in air measurement"" phase."
CONFIG_MEASURE02;n/a;n/a;CONFIG_<short_sensor_name>InAirMeasurementSamplingPeriod_seconds;"Sampling period for the <short_sensor_name> sensor during the ""in air measurement"" phase."
      CONFIG_PX_1_6_0_0_3;n/a;n/a;CONFIG_SunaApfFrameOutputPixelBegin_NUMBER;The Apf frame definition allows for a variable number of spectrometer pixels (also called channels) to be included in the frame. The two pixel values are configured indirectly via the wavelength range of the spectrum to be output (Suna Hardware Manual, section 4.2.3, input/output configuration parameters, data wavelength low/high.) The firmware converts the wavelength values to spectrometer pixels.
      CONFIG_PX_1_6_0_0_4;n/a;n/a;CONFIG_SunaApfFrameOutputPixelEnd_NUMBER;The Apf frame definition allows for a variable number of spectrometer pixels (also called channels) to be included in the frame. The two pixel values are configured indirectly via the wavelength range of the spectrum to be output (Suna Hardware Manual, section 4.2.3, input/output configuration parameters, data wavelength low/high.) The firmware converts the wavelength values to spectrometer pixels.
      CONFIG_PX_1_5_0_0_1;n/a;n/a;CONFIG_CroverInPumpedStream_LOGICAL;Bio Argo sensors can either be mounted separately to the Ctd or mounted within the Ctd pumped stream. Values: Yes = 1, No = 0
      CONFIG_PX_1_5_0_0_6;n/a;n/a;CONFIG_CroverBeamAttenuationWavelength_nm;Wavelength of Crover for  Beam attenuation measurements (in nanometer)
      CONFIG_PX_1_5_0_0_0;n/a;n/a;CONFIG_CroverVerticalPressureOffset_dbar;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure
      CONFIG_PX_1_3_0_0_2;n/a;n/a;CONFIG_EcoBetaAngle_angularDeg;Angle of Beta measurements  (in degrees) 
      CONFIG_PX_3_3_0_1_1;n/a;n/a;CONFIG_EcoBetaBandwidth1_nm;Bandwidth of EcoBeta  #1measurements (in nanometer).
      CONFIG_PX_3_3_0_1_0;n/a;n/a;CONFIG_EcoBetaWavelength1_nm;Wavelength of Eco Beta  #1 measurements (in nanometer).
      CONFIG_PX_2_3_1_0_3;n/a;n/a;CONFIG_EcoCdomFluorescenceEmissionBandwidth_nm;Bandwidth of Eco for emission of Cdom fluorescence measurements (in nanometer)
      CONFIG_PX_2_3_1_0_1;n/a;n/a;CONFIG_EcoCdomFluorescenceEmissionWavelength_nm;Wavelength of Eco for emission of Cdom fluorescence measurements (in nanometer)
      CONFIG_PX_2_3_1_0_2;n/a;n/a;CONFIG_EcoCdomFluorescenceExcitationBandwidth_nm;Bandwidth of Eco for excitation of Cdom fluorescence measurements (in nanometer)
      CONFIG_PX_2_3_1_0_0;n/a;n/a;CONFIG_EcoCdomFluorescenceExcitationWavelength_nm;Wavelength of Eco for excitation of Cdom fluorescence measurements (in nanometer)
      CONFIG_PX_2_3_0_0_3;n/a;n/a;CONFIG_EcoChlaFluorescenceEmissionBandwidth_nm;Bandwidth of Eco for emission of Chla fluorescence measurements (in nanometer)
      CONFIG_PX_2_3_0_0_1;n/a;n/a;CONFIG_EcoChlaFluorescenceEmissionWavelength_nm;Wavelength of Eco for emission of Chla fluorescence measurements (in nanometer)
      CONFIG_PX_2_3_0_0_2;n/a;n/a;CONFIG_EcoChlaFluorescenceExcitationBandwidth_nm;Bandwidth of Eco for excitation of Chla fluorescence measurements (in nanometer)
      CONFIG_PX_2_3_0_0_0;n/a;n/a;CONFIG_EcoChlaFluorescenceExcitationWavelength_nm;Wavelength of Eco for excitation of Chla fluorescence measurements (in nanometer)
      CONFIG_PX_1_3_0_0_0;n/a;n/a;CONFIG_EcoVerticalPressureOffset_dbar;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure
      CONFIG_PX_3_2_0_1_3;n/a;n/a;CONFIG_OcrDownIrrBandwidth1_nm;Bandwidth of Ocr DownIrr #1 measurements (in nanometer).
      CONFIG_PX_3_2_0_2_3;n/a;n/a;CONFIG_OcrDownIrrBandwidth2_nm;Bandwidth of Ocr DownIrr #2 measurements (in nanometer).
      CONFIG_PX_3_2_0_3_3;n/a;n/a;CONFIG_OcrDownIrrBandwidth3_nm;Bandwidth of Ocr DownIrr #3 measurements (in nanometer).
      CONFIG_PX_3_2_0_1_2;n/a;n/a;CONFIG_OcrDownIrrWavelength1_nm;Wavelength of Ocr DownIrr #1measurements (in nanometer).
      CONFIG_PX_3_2_0_2_2;n/a;n/a;CONFIG_OcrDownIrrWavelength2_nm;Wavelength of Ocr DownIrr #2 measurements (in nanometer).
      CONFIG_PX_3_2_0_3_2;n/a;n/a;CONFIG_OcrDownIrrWavelength3_nm;Wavelength of Ocr DownIrr #3 measurements (in nanometer).
      CONFIG_PX_1_2_0_0_0;n/a;n/a;CONFIG_OcrVerticalPressureOffset_dbar;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure
      CONFIG_PX_1_1_0_0_0;n/a;n/a;CONFIG_OptodeVerticalPressureOffset_dbar;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure
      CONFIG_PX_1_1_0_0_7;n/a;n/a;CONFIG_OptodeMeasurementsInAir_LOGICAL;Sensors can be mounted on a stick to perform measurements in Air. Values: Yes = 1, No = 0
      CONFIG_PX_1_1_0_0_8;n/a;n/a;CONFIG_OptodeTimePressureOffset_seconds;Time interval between  optode and pressure measurements due to the fact that the optode answer is not simultaneous with the CTD/pressure answer
      CONFIG_PX_1_6_0_0_0;n/a;n/a;CONFIG_SunaVerticalPressureOffset_dbar;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure
      CONFIG_PX_1_6_0_0_5;n/a;n/a;CONFIG_SunaWithScoop_LOGICAL;Suna with scoop which redirects flow through Suna optics
      CONFIG_PX_1_4_0_0_0;n/a;n/a;CONFIG_SfetVerticalPressureOffset_dbar;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure
