TECH_PARAM_DEC_ID;TECH_PARAM_MSG_ID;TECH_PARAM_MSG_LABEL;TECH_PARAM_NAME;TECH_PARAM_DESCRIPTION
131;TECH_AUX;Activation pressostat;TECH_AUX_NUMBER_PumpActionsDuringResumedAscentToSurface_COUNT;Number of pump actions between resumed ascent start and end of ascent.
132;TECH_AUX;Taille totale données;TECH_AUX_CLOCK_Hanging_YYYYMMDDHHMMSS;Hanging start time (time when the float is hanged during ascent).
133;TECH_AUX;Nb. fichiers;TECH_AUX_PRES_Hanging_dbar;Hanging pressure.
134;TECH_AUX;Débit moyen;TECH_AUX_CLOCK_HangingEscape_YYYYMMDDHHMMSS;Hanging end time.
135;TECH_AUX;Nb. sessions;NUMBER_ValveActionsDuringPark_COUNT;number of valve actions during park phase
136;TECH;Nb. acceptées;NUMBER_PumpActionsDuringPark_COUNT;number of pump actions while at park depth
137;TECH;Nb. refusées;NUMBER_ParkDriftEntriesInParkMargin_COUNT;drift at park pressure: number of entries in margin around park pressure target - specifically, how many times the float enters the band of pressure surrounding the target park pressure (generally +/- 30db)
138;TECH_AUX;Nb. inconnues;NUMBER_ParkDriftExitsFromParkMargin_COUNT;drift at park pressure: number of exits from margin around park pressure target - specifically, how many times the float exits the band of pressure surrounding the target park pressure (generally +/- 30db)
139;TECH_AUX;Réception configuration Payload;TECH_AUX_CLOCK_PressureSwitchActivation_YYYYMMDDHHMMSS;Pressure switch activation time (the float detected an empty internal reservoir).
140;TECH_AUX;Réception script;CLOCK_DateOfEmergencyAscent_YYYYMMDDHHMMSS;date of emergency ascent
141;TECH_AUX;Durée du motif;TECH_AUX_SIZE_FileSizeSentPreviousSession_kbyte;Total size of the files sent during the previous Iridium RUDICS session.
142;TECH_AUX;Rapport traitement/veille;TECH_AUX_NUMBER_FileSentPreviousSession_COUNT;Number of files sent during the previous Iridium RUDICS session.
143;TECH_AUX;Electrovanne;TECH_AUX_RATE_FlowRateFileSentPreviousSession_kbyte/minute;Mean output flow rate to send files of the previous Iridium RUDICS session.
144;TECH_AUX;Pompe;TECH_AUX_NUMBER_NbSessionPreviousSession_COUNT;Number of Iridium session needed to send files during the previous Iridium RUDICS session.
145;TECH_AUX;Cumul activation SBE41;NUMBER_RemoteControlCommandOK_COUNT;Number of remote control commands successfully considered.
146;TECH;Cumul activation modem (du motif/cycle précédent);NUMBER_RemoteControlCommandKO_COUNT;Number of remote control commands rejected by the float.
147;TECH_AUX;Cumul activation GPS;TECH_AUX_NUMBER_RemoteControlCommandUnknown_COUNT;Number of remote control commands not recognised by the float (for example because they concern unknown parameters).
148;TECH_AUX;Mise en route;TECH_AUX_FLAG_SensorBoardConfigurationReceived_LOGICAL;A new configuration for the sensor board has been received.
149;TECH_AUX;Configuration invalide;TECH_AUX_FLAG_ConfigurationScriptReceived_LOGICAL;A new configuration script file has been received.
150;TECH_AUX;Flotteur trop lourd;TECH_AUX_NUMBER_FileSent_COUNT;Number of files sent during the current Iridium RUDICS session.
151;TECH_AUX;Flotteur trop léger;NUMBER_PRESSamplesDuringDescentToPark_COUNT;number of pressure samples collected as the float descends from the Shallow to the park pressure.
152;TECH;Liste des defaults (FRAM, FLASH, RTC, Vbatt, Pi, Pe, SBE41-Cutoff, SBE41-Offset, GPS, Payload, Sensor(xxx), Transmitter);NUMBER_CTDParkSamples_COUNT;Number of samples acquired by <short_sensor_name> during the drift at parking depth.
153;TECH_AUX;Report des éléments en défaut.;NUMBER_PRESSamplesDuringDescentToProfile_COUNT;number of pressure samples collected after park, during descent to the profile depth - see PRES_1HourIntoDescentToProfile_dbar for the data collected
154;TECH_AUX;Tension batterie à vide faible;NUMBER_CTDProfileDriftSamples_COUNT;Number of samples acquired by <short_sensor_name> during the drift at profile depth.
155;TECH_AUX;Tension batterie en charge faible;NUMBER_AscendingCTDSamplesInternalCounter_COUNT;total number of slices of the ascending profile after reduction
156;TECH_AUX;Pression externe faible;TECH_AUX_NUMBER_SubSurfaceSamples_COUNT;Number of sub-surface samples acquired during ascent profile (the sub-surface sample is the last pumped CTD raw data sampled during ascent).
157;TECH_AUX;Pression externe forte;TECH_AUX_TIME_CycleDuration_minutes;Duration of the cycle.
158;TECH_AUX;Capteur de pression externe;TECH_AUX_RATE_ProcessingVsStandByeRatio_percent;Ratio between float activity and stand bye during the cycle.
159;TECH_AUX;Pression interne forte;TECH_AUX_TIME_TotalValveActivity_csec;Total duration of valve actions during the cycle.
160;TECH_AUX;Présence d’eau;TECH_AUX_TIME_TotalPumpActivity_csec;Total duration of pump actions during the cycle.
161;TECH_AUX;Accrochage à la remontée;TECH_AUX_TIME_TotalCtdActivity_minutes;Total duration of CTD activity during the cycle.
162;TECH_AUX;Freinage à la descente;TIME_PreviousIridiumSession_minutes;duration of the previous iridium session
163;TECH_AUX;Défaut système;TECH_AUX_TIME_TotalGpsActivity_seconds;Total duration of GPS activity during the cycle.
164;TECH_AUX;Défaut carte Payload;TECH_AUX_FLAG_PowerOnAlarm_LOGICAL;Alarm raised at float power-on.
165;TECH_AUX;Défaut GPS;TECH_AUX_FLAG_BadConfigurationAlarm_LOGICAL;Alarm raised in case of inconsistency in the configuration
166;TECH_AUX;Défaut hydraulique;TECH_AUX_FLAG_HeavyFloatAlarm_LOGICAL;Alarm raised when the float sinks without any valve actions.
167;TECH_AUX;Défaut ADC;TECH_AUX_FLAG_LightFloatAlarm_LOGICAL;Alarm raised when the float doesn't sink even with valve actions.
168;TECH_AUX;Défaut de fichier;FLAG_InitialCheckError_LOGICAL;Auto-test is performed at the beginning of the mission: Flag 0 = Problem, 1 = OK)
169;TECH_AUX;Défaut RTC;TECH_AUX_DIAGNOSTIC_BitMaskInitialCheckFailed_NUMBER;The failed flag bits (1 if failed, 0 otherwise) set during the initial check are provided in reverse order for: FRAM, FLASH, RTC, Vbatt, Pi, Pe, SBE41-Cutoff, SBE41-Offset, GPS, Payload, Sensor, Transmitter (see float manual for details).
170;TECH_AUX;Défaut pressostat;TECH_AUX_FLAG_LowBatteryNoLoadAlarm_LOGICAL;Alarm raised when a low level of the battery is detected (the check is done without any load on the battery).
171;TECH_AUX;Fin de vie (raison);TECH_AUX_FLAG_LowBatteryLoadAlarm_LOGICAL;Alarm raised when a low level of the battery is detected (the check is done with load on the battery, i.e. pump action at depth).
172;TECH_AUX;Procédure de survie;TECH_AUX_PRES_LowExternalPressureAlarm_dbar;Alarm raised when external pressure is too low.
173;TECH_AUX;Rétroaction;TECH_AUX_PRES_HighExternalPressureAlarm_dbar;Alarm raised when external pressure is too high.
174;TECH_AUX;Accrochage à la remontée;TECH_AUX_FLAG_ExternalPressureSensorFailureAlarm_LOGICAL;Alarm raised when the external pressure sensor reports abnormal number of successive errors.
175;TECH_AUX;Accrochage à la remontée;TECH_AUX_FLAG_InconsistentVerticalSpeedAlarm_LOGICAL;Alarm raised when a vertical speed anomaly is detected by the buoyancy management system.
176;TECH;Remontée d'urgence;TECH_AUX_FLAG_HighInternalPressureAlarm_LOGICAL;Alarm raised when internal pressure is too high.
177;TECH;Pression mesurée en surface;TECH_AUX_FLAG_WaterInsideAlarm_LOGICAL;Alarm when water is detected inside one of the sensors.
178;TECH_AUX;Date de freinage;TECH_AUX_PRES_HangingAlarm_dbar;Alarm raised when the float is hanged during ascent.
179;TECH_AUX;Immersion de freinage;TECH_AUX_FLAG_BrakingDuringDescentAlarm_LOGICAL;Alarm raised when the descent speed is too high and the float brakes.
180;TECH_AUX;Detection de glace;TECH_AUX_FLAG_SystemFailureAlarm_LOGICAL;Alarm raised when the system fails.
181;TECH_AUX;Date de detection de glace;TECH_AUX_FLAG_PayloadFailureAlarm_LOGICAL;Alarm raised when the payload card fails.
182;TECH_AUX;Immersion de detection de glace;TECH_AUX_FLAG_GPSFailureAlarm_LOGICAL;Alarm raised when the GPS fails.
183;TECH_AUX;End of life;TECH_AUX_FLAG_HydraulicFailureAlarm_LOGICAL;Alarm raised when the hydraulic engine fails.
;;;TECH_AUX_FLAG_ADCFailureAlarm_LOGICAL;Alarm raised when the Analog to Digital Converter fails.
;;;TECH_AUX_FLAG_FileFailureAlarm_LOGICAL;Alarm raised when a file cannot be transmitted.
;;;TECH_AUX_FLAG_RTCFailureAlarm_LOGICAL;Alarm raised when the Real Time Clock fails.
;;;TECH_AUX_FLAG_PressureSwitchFailureAlarm_LOGICAL;Alarm raised when the pressure switch fails.
;;;TECH_AUX_FLAG_EndOfLifeAlarm_LOGICAL;Alarm raised when the float switches to the End Of Life mode. When reported as a NUMBER, it provides the reason of the End Of Life (see float manual for details).
;;;TECH_AUX_STRING_EndOfLifeCause;Name of the alarm responsible for the End Of Life.
;;;TECH_AUX_FLAG_EmergencyAscentAlarm_LOGICAL;Alarm raised the float ascends in an emergency mode.
;;;TECH_AUX_FLAG_FeedbackAlarm_LOGICAL;Alarm raised when a feedback occurs.
;;;TECH_AUX_STRING_FeedbackType;Type of the feedback.
;;;TECH_AUX_NUMBER_FeedbackAccepted_COUNT;Number of accepted feedbacks.
;;;TECH_AUX_NUMBER_FeedbackRefused_COUNT;Number of refused feedbacks.
;;;TECH_AUX_CLOCK_HangingAlarm_YYYYMMDDHHMMSS;Alarm raised when the float is hanged during ascent.
;;;TECH_AUX_CLOCK_HangingEscapeAlarm_YYYYMMDDHHMMSS;Alarm raised when the float escaped from hanging during ascent.
;;;CLOCK_DateOfEmergencyAscent_YYYYMMDDHHMMSS;date of emergency ascent
;;;PRES_Now_dbar;test message data reporting pressure at the surface during drift - cycle 0
;;;TECH_AUX_CLOCK_BrakingDuringDescentAlarm_YYYYMMDDHHMMSS;Alarm raised when the descent speed is too high and the float brakes.
;;;TECH_AUX_PRES_BrakingDuringDescentAlarm_dbar;Alarm raised when the descent speed is too high and the float brakes.
;;;TECH_AUX_CLOCK_IceDetectionByIsaAlgorithm_YYYYMMDDHHMMSS;Time of ice detection by the ISA algorithm.
;;;TECH_AUX_CLOCK_IceDetection_YYYYMMDDHHMMSS;Time of ice detection.
;;;TECH_AUX_PRES_IceDetection_dbar;Pressure of ice detection.
;;;TECH_AUX_CLOCK_EndOfLifeAlarm_YYYYMMDDHHMMSS;Alarm raised when the float switches to the End Of Life mode. When reported as a NUMBER, it provides the reason of the End Of Life (see float manual for details).
