TECH_PARAM_DEC_ID;TECH_PARAM_MSG_ID;TECH_PARAM_MSG_LABEL;TECH_PARAM_NAME;TECH_PARAM_DESCRIPTION
1020;-1;Internal vacuum at end of Park phase [counts];PRESSURE_InternalVacuumParkEnd_dbar;Internal Vacuum at end of park. before descent to profile depth
1021;-1;The air bladder pressure after each argos transmission [counts];PRESSURE_AirBladder_dbar;measured in COUNT - approx 148 COUNT
1022;-1;The number of 6-second pulses of the air pump required to inflate the air bladder;NUMBER_AirPumpPulsesToInflateBladder_COUNT;number of 6-second pulses of the air pump required to inflate the air bladder
1023;-1;Cumulative piston on time during ascent [seconds];TIME_MotorDriveDuringAscent_seconds;n/a
900;-1;This byte records the state of 8 status bits for the Telonics PTT;FLAG_TelonicsPTTStatus_hex;Implemented a status byte for the Telonics ST21 PTT to facilitate diagnostics. This byte records the state of 8 status bits for the Telonics PTT
901;-1;Air bladder pressure measured once for each test message block [counts];PRESSURE_AirBladder_dbar;measured in COUNT - approx 148 COUNT
902;-1;Quiescent battery voltage measured once for each test message block [counts];VOLTAGE_BatterySurfaceNoLoad_volts;battery voltage during inactive surface phase
903;-1;Vacuum measured during self tests [counts];PRESSURE_InternalVacuumAtLaunch_dbar;Internal vacuum when float launched
904;-1;The exception program counter.;NUMBER_ExceptionProgramCounter_NUMBER;Exception Program Counter (EPC) used to store the address of the instruction that was executing when the exception was generated (check with float manufacturer for explanation).
905;-1;Battery voltage while air pump running [counts];VOLTAGE_BatterySurfaceAirPumpOn_volts;Voltage measured when AIR PUMP is switched on at the surface for extra buoyancy
906;-1;Battery current while air pump running [counts];CURRENT_BatterySurfaceAirPumpOn_mA ;Battery Current measured at the surface with the air pump running (6 seconds)
907;-1;Integrated Measure of (Volt-Sec) of volume of air pumped during telemetry cycle.;VOLTAGETIME_IntegratedAirPumpVolume_voltseconds;integrated measure (volts * seconds) of the pumped air volume (VSAP of Apex floats)
10;-1;Misc. technical information;NUMBER_ArgosPositions_COUNT;total number of Argos positions received.
11;-1;Misc. technical information;NUMBER_ArgosPositioningClass0_COUNT;positioning (ARGOS message) - Class 0 - accuracy >1500m radius
12;-1;Misc. technical information;NUMBER_ArgosPositioningClass1_COUNT;positioning (ARGOS message) - Class 1 - accuracy better than 1500m radius
13;-1;Misc. technical information;NUMBER_ArgosPositioningClass2_COUNT;positioning (ARGOS message) - Class 2 - accuracy better than 500m radius
14;-1;Misc. technical information;NUMBER_ArgosPositioningClass3_COUNT;positioning (ARGOS message) - Class 3 - accuracy better than 250m radius
15;-1;Misc. technical information;NUMBER_ArgosPositioningClassA_COUNT;positioning (ARGOS message) - Class A
16;-1;Misc. technical information;NUMBER_ArgosPositioningClassB_COUNT;positioning (ARGOS message) - Class B
17;-1;Misc. technical information;NUMBER_ArgosPositioningClassZ_COUNT;positioning (ARGOS message) - Class Z
18;-1;Misc. technical information;NUMBER_TransmissionFloatFramesComplete_COUNT;Transmission (PROVOR frames) - Complete
19;-1;Misc. technical information;NUMBER_TransmissionFloatFramesCrcOk_COUNT;Transmission (PROVOR frames) - CRC OK
