TECH_PARAM_DEC_ID;TECH_PARAM_MSG_ID;TECH_PARAM_MSG_LABEL;TECH_PARAM_NAME;TECH_PARAM_DESCRIPTION
210;13;"Number of ""CTD near surface"" measurements";NUMBER_NearSurfaceSamples_COUNT;"""Near surface""  measurements - Internal counter"
211;14;"Number of ""CTD in air"" measurements";NUMBER_InAirSamples_COUNT;"""In air""  measurements - Internal counter"
212;15;Sub-Surface pressure;PRES_LastAscentPumpedRawSample_dbar;Last (shallowest) pumped raw pressure sample acquired during the ascent from the profile depth to the surface (i.e. just before the cut-off pressure where the pump is stopped) (in dbars).
213;21;Number of grounding;FLAG_Grounded_NUMBER;grounded flag , diagnostic bit - could also be logical?  Yes/no? 0/1? Or can be number of profiles during which the float grounded
214;23;1st grounding day relative to cycle start;CLOCK_TimeGrounded_FloatDay;Day number when the float grounds for the first time (relative to mission start day).
215;24;1st grounding hour;CLOCK_TimeGrounded_HHMM;time the float grounded
216;25;1st Grounding phase (buoyancy reduction: 2, descent to parking pressure: 3, drift at parking depth: 4, descent to profile pressure: 5, drift at profile depth: 6);FLAG_FirstGroundingCyclePhase_NUMBER;Phase of the float life or cycle when the first grounding occurred.  See the manual for phase definition - this will vary with float type
217;26;Number of ev activations before 1st grounding detection;NUMBER_ValveActionsForFirstGroundingDetection_COUNT;Number of valve actions done at constant pressure to set the grounded flag for the first grounding event
218;28;2nd grounding day relative to cycle start;CLOCK_TimeGrounded_FloatDay;Day number when the float grounds for the first time (relative to mission start day).
219;29;2nd grounding hour;CLOCK_TimeGrounded_HHMM;time the float grounded
220;30;2nd Grounding phase (buoyancy reduction: 2, descent to parking pressure: 3, drift at parking depth: 4, descent to profile pressure: 5, drift at profile depth: 6);FLAG_SecondGroundingCyclePhase_NUMBER;Phase of the float life or cycle when the second grounding occurred.  See the manual for phase definition - this will vary with float type
221;31;Number of ev activations before 2nd grounding detection;NUMBER_ValveActionsForSecondGroundingDetection_COUNT;Number of valve actions done at constant pressure to set the grounded flag for the second grounding event
222;32;Number of emergency ascent;NUMBER_EmergencyAscents_COUNT;Number of Emergency ascents - Internal count
223;33;1st emergency ascent time;CLOCK_TimeOfFirstEmergencyAscent_HHMM;Number of minutes elapsed in the day of the float first emergency ascent.
224;34;1st emergency ascent pressure;PRES_FirstEmergencyAscent_dbar;Pressure that triggered the first emergency ascent
225;35;Pump actions during emergency ascent;NUMBER_PumpActionsOnFirstEmergencyAscent_COUNT;Emergency ascent - pump actions at emergency depth
226;36;1st emergency ascent relative day (to 1st cycle day);CLOCK_TimeOfFirstEmergencyAscent_FloatDay;Day number of the float first emergency ascent (relative to mission start day).
227;37;Nb of remote file received;FLAG_RemoteControlMessageOK_COUNT;Number of remote control successfully considered.
228;38;Nb of remote file rejected;FLAG_RemoteControlMessageKO_COUNT;Number of remote control rejected by the float (due to out of range value or remote control syntax error).
229;39;Nb of remote command received;NUMBER_RemoteControlCommandOK_COUNT;Number of remote control commands successfully considered.
230;40;Nb of remote command rejected;NUMBER_RemoteControlCommandKO_COUNT;Number of remote control commands rejected by the float.
231;41;Previous iridium transmission duration;TIME_PreviousIridiumSession_seconds;Duration on the previous Iridium session
232;42;Number of SBD session for reception;NUMBER_IridiumMessagesReceivedPreviousSession_COUNT;Number of Incoming Iridium Messages Received during previous session
233;43;Number of SBD session for transmission;NUMBER_IridiumMessagesSentPreviousSession_COUNT;Number of Incoming Iridium Messages Sent during previous session
234;44;Pump actions before float begins ascent;NUMBER_PumpActionsToStartAscent_COUNT;Number of pump actions needed to start the ascent.
235;45;Internal vaccum at ascent start-up;PRESSURE_InternalVacuumProfileStart_mbar;Internal tube pressure [mbar] in profile depth
236;46;Last reset hour : hh;CLOCK_LastReset_YYYYMMDDHHMMSS;Clock time of the last reset of the float
237;52;Autotest (0: ko, 1: ok);FLAG_InitialCheckError_LOGICAL;Auto-test is performed at the beginning of the mission: Flag 0 = Problem, 1 = OK
238;53;Detailled autotest;FLAG_InitialCheckError_NUMBER;Detailed auto-test for float hardware resulting in a detailed code for each tested sub-part (see manual)
239;54;Parameter integrity test;FLAG_InitialMemoryIntegrityCheck_LOGICAL;Software check on the float memory contents (0 if problems were found and 1 if no problem occured)
240;55;Positive buoyancy at deployment;FLAG_StatusBladderStateAtLaunch_NUMBER;External bladder state at deployment (0: float stay at surface, 1: heavy float at deployment)
241;56;CTD status (0 : no error, 1: fast pressure default time-out, 2: fast pressure broken frame, 16: CTD default time-out, 32: CTD broken frame);FLAG_CTDStatus_NUMBER;Flag indicating the status of the CTD (see manual) (could be reported as hex)
242;57;Float phase during CTD default detection;FLAG_CTDErrorCyclePhase_NUMBER;Phase of the float life or cycle when the CTD occurred.  See the manual for phase definition - this will vary with float type
243;59;Ice detection flag (1:ISA, 2:Sat Mask, 4:Ascent hanging);FLAG_IceDetected_NUMBER;aborted profile count - increments by one for each profile interrupted by ice detection. If units are 'bit' then represents the ice evasion record for the last 8 profiles with the latest profile in the least significant bit.
